aX,aY,aZ,gX,gY,gZ
1.158,-1.671,0.444,32.959,116.150,-48.279
1.277,-1.596,0.422,21.057,123.657,-34.546
1.418,-1.513,0.340,9.216,133.057,-24.536

1.773,-1.396,0.179,-4.639,125.244,-13.245
1.919,-1.385,0.148,-5.249,111.206,-8.728
2.048,-1.384,0.047,-7.751,94.238,-3.418
2.104,-1.361,-0.040,-13.855,70.679,2.075
2.111,-1.350,-0.159,-23.254,44.922,7.141
2.121,-1.361,-0.241,-34.302,18.677,12.817
2.073,-1.386,-0.244,-41.687,-11.597,21.912
1.983,-1.410,-0.196,-41.687,-35.461,36.499
1.823,-1.386,-0.146,-37.354,-52.612,56.824
1.609,-1.318,-0.109,-31.616,-68.115,78.979
1.384,-1.232,-0.091,-28.137,-80.750,98.145
1.138,-1.144,-0.058,-24.536,-92.346,111.694
0.932,-1.060,0.014,-20.752,-105.103,117.798
0.752,-1.019,0.123,-20.203,-119.080,117.676
0.597,-1.021,0.226,-24.780,-131.287,113.770
0.447,-1.053,0.286,-33.569,-140.198,109.436
0.288,-1.088,0.325,-42.725,-145.508,108.398
0.110,-1.099,0.364,-46.082,-146.851,111.206
-0.042,-1.102,0.389,-43.213,-141.418,117.493
-0.192,-1.090,0.428,-39.978,-137.512,126.526
-0.366,-1.043,0.481,-37.231,-139.282,136.597
-0.524,-0.980,0.509,-35.645,-137.024,144.531
-0.645,-0.912,0.507,-35.950,-132.568,148.499
-0.747,-0.850,0.486,-39.673,-130.859,148.499
-0.866,-0.810,0.478,-43.335,-130.981,145.447
-1.013,-0.770,0.504,-42.297,-130.737,142.578
-1.130,-0.708,0.571,-32.288,-127.625,141.418
-1.221,-0.635,0.662,-18.677,-121.094,139.893
-1.271,-0.567,0.773,-7.019,-111.572,136.169
-1.317,-0.505,0.886,-5.249,-101.624,131.042
-1.319,-0.450,0.929,-10.132,-96.436,126.587
-1.354,-0.380,0.950,-22.583,-90.576,123.474
-1.420,-0.302,0.944,-31.067,-79.956,121.521
-1.438,-0.190,0.926,-33.875,-66.162,120.972
-1.532,-0.077,0.909,-30.029,-55.725,119.507
-1.612,0.043,0.882,-26.611,-43.091,116.821
-1.621,0.159,0.849,-23.743,-32.166,113.037
-1.634,0.245,0.822,-16.541,-30.579,103.027
-1.630,0.310,0.839,-8.911,-32.959,89.050
-1.630,0.335,0.887,-2.563,-34.973,75.867
-1.627,0.340,0.991,3.906,-37.842,61.890
-1.623,0.331,1.132,9.094,-37.903,48.157
-1.623,0.329,1.258,12.207,-34.119,36.499
-1.636,0.344,1.345,13.306,-24.292,27.588
-1.646,0.353,1.355,13.550,-7.874,16.907
-1.634,0.378,1.370,7.568,6.531,4.272
-1.616,0.382,1.349,2.014,16.724,-9.705
-1.591,0.350,1.312,-1.282,25.818,-25.513
-1.577,0.312,1.255,-4.883,33.936,-40.039
-1.530,0.266,1.173,-6.592,43.884,-54.260
-1.473,0.202,1.100,-5.676,50.903,-66.528
-1.422,0.137,1.043,-3.357,53.528,-76.111
-1.371,0.059,0.969,-0.732,57.190,-83.862
-1.319,-0.019,0.877,-0.122,62.012,-91.003
-1.254,-0.105,0.784,-1.709,62.744,-97.595
-1.212,-0.177,0.707,-4.150,59.753,-104.187
-1.153,-0.248,0.633,-2.686,59.753,-111.145
-1.077,-0.315,0.577,1.831,62.378,-118.042
-0.991,-0.384,0.556,7.324,64.880,-122.803
-0.920,-0.461,0.558,14.709,68.909,-123.657
-0.859,-0.520,0.579,26.367,76.538,-120.056
-0.797,-0.576,0.610,42.114,86.609,-114.136
-0.748,-0.602,0.663,54.382,96.680,-108.398
-0.733,-0.616,0.722,56.213,105.957,-107.117
-0.713,-0.664,0.722,47.974,112.244,-114.807
-0.668,-0.747,0.655,34.424,113.647,-130.554
-0.569,-0.885,0.594,22.705,108.704,-148.560
-0.401,-1.039,0.538,18.127,99.487,-162.842
-0.228,-1.220,0.520,21.240,90.271,-170.349
-0.038,-1.398,0.493,29.053,86.975,-168.518
0.136,-1.520,0.475,36.377,85.754,-158.630
0.285,-1.572,0.477,39.551,83.618,-144.104
0.457,-1.537,0.456,38.513,84.106,-129.822
0.638,-1.462,0.414,37.537,85.449,-118.652
0.819,-1.412,0.391,35.278,82.336,-109.802
0.972,-1.433,0.423,33.081,74.280,-104.431
1.137,-1.514,0.423,28.992,66.406,-99.487
1.307,-1.613,0.372,21.851,61.707,-92.590
1.483,-1.693,0.316,15.503,58.228,-81.421
1.652,-1.733,0.274,12.573,53.894,-65.063
1.799,-1.740,0.298,12.451,43.945,-45.471
1.904,-1.703,0.367,9.399,31.006,-24.963
1.956,-1.660,0.414,4.150,18.433,-4.822
1.955,-1.633,0.412,-5.493,9.216,14.648
1.907,-1.572,0.341,-17.822,1.343,34.180
1.844,-1.492,0.238,-29.358,-6.897,53.101
1.754,-1.423,0.128,-36.377,-18.616,71.289
1.611,-1.318,0.080,-37.048,-31.677,89.844
1.436,-1.184,0.113,-32.715,-44.373,106.506
1.236,-1.085,0.170,-27.405,-55.847,118.774
1.060,-1.015,0.215,-24.170,-69.885,124.939
0.917,-0.982,0.256,-25.757,-86.060,125.732
0.794,-0.999,0.289,-30.945,-98.999,122.681
0.690,-1.063,0.346,-35.400,-109.863,119.751
0.577,-1.148,0.401,-39.063,-116.516,120.911
0.431,-1.206,0.444,-41.504,-118.103,128.418
0.257,-1.204,0.479,-41.931,-115.662,140.259
0.060,-1.171,0.484,-41.748,-111.023,152.588
-0.125,-1.100,0.482,-42.114,-106.323,162.354
-0.293,-1.012,0.484,-41.016,-102.112,167.297
-0.455,-0.962,0.462,-38.574,-96.985,167.908
-0.619,-0.910,0.468,-35.889,-94.055,166.138
-0.779,-0.860,0.505,-31.555,-92.529,164.062
-0.937,-0.802,0.568,-25.085,-90.027,162.476
-1.047,-0.722,0.641,-17.822,-86.853,160.095
-1.129,-0.645,0.699,-13.672,-84.106,155.090
-1.202,-0.578,0.736,-14.160,-81.970,147.583
-1.226,-0.516,0.779,-13.733,-79.285,139.282
-1.289,-0.462,0.856,-14.465,-77.148,130.859
-1.377,-0.454,0.895,-17.456,-75.745,125.793
-1.441,-0.398,0.932,-20.203,-70.007,121.704
-1.542,-0.327,0.968,-21.118,-62.134,118.164
-1.626,-0.240,0.978,-19.897,-53.528,112.244
-1.672,-0.151,0.995,-19.043,-44.678,105.225
-1.697,-0.067,1.033,-16.235,-37.781,95.581
-1.675,-0.007,1.078,-13.367,-30.518,85.022
-1.668,0.027,1.113,-9.216,-22.339,74.829
-1.655,0.078,1.141,-5.859,-13.062,66.345
-1.653,0.141,1.169,-6.653,-5.737,58.960

-1.659,0.270,1.195,-16.296,6.409,38.696
-1.644,0.336,1.180,-21.301,11.902,26.367
-1.623,0.384,1.126,-22.766,17.761,13.062
-1.595,0.424,1.052,-22.400,23.987,0.549
-1.557,0.454,0.980,-17.822,26.611,-11.414
-1.523,0.449,0.961,-9.521,26.550,-24.902
-1.479,0.388,0.978,0.427,29.053,-39.063
-1.434,0.303,0.995,8.362,34.363,-51.819
-1.386,0.195,0.985,12.268,40.222,-62.805
-1.369,0.098,0.976,10.254,46.143,-71.350
-1.360,0.014,0.937,8.484,55.603,-79.407
-1.320,-0.074,0.864,9.094,69.031,-88.867
-1.265,-0.150,0.789,7.996,77.271,-99.121
-1.207,-0.210,0.722,4.333,78.979,-110.107
-1.150,-0.263,0.673,3.418,80.688,-121.338
-1.066,-0.328,0.653,9.155,87.830,-131.653
-0.973,-0.394,0.630,16.418,93.689,-139.221
-0.939,-0.458,0.665,20.508,93.079,-144.836
-0.912,-0.532,0.730,22.827,92.163,-150.146
-0.846,-0.624,0.733,25.574,95.581,-155.396
-0.748,-0.714,0.729,25.940,94.727,-160.400
-0.655,-0.809,0.724,25.696,88.623,-164.246
-0.541,-0.959,0.707,25.513,86.914,-167.297
-0.411,-1.125,0.687,26.306,85.876,-167.114
-0.275,-1.237,0.668,25.330,84.412,-163.208
-0.168,-1.320,0.616,23.804,87.708,-156.860
-0.060,-1.369,0.538,24.841,97.717,-147.949
0.075,-1.323,0.463,27.466,105.896,-136.841
0.216,-1.253,0.443,31.250,105.103,-127.258
0.326,-1.227,0.459,35.828,99.365,-123.474
0.463,-1.271,0.486,40.771,95.520,-125.000
0.624,-1.385,0.503,42.847,93.811,-130.005
0.836,-1.535,0.474,35.950,90.332,-135.193
1.059,-1.683,0.403,23.071,85.083,-135.193
1.313,-1.797,0.315,11.108,77.148,-124.634
1.509,-1.831,0.279,4.089,67.078,-103.271
1.621,-1.758,0.253,4.761,63.416,-72.571
1.682,-1.596,0.222,10.132,66.101,-38.696
1.682,-1.424,0.217,13.672,59.753,-11.414
1.670,-1.293,0.225,12.756,45.715,3.967
1.696,-1.228,0.249,9.216,30.640,10.864
1.710,-1.213,0.281,1.343,14.221,13.672
1.710,-1.231,0.270,-10.193,-0.305,14.893
1.698,-1.247,0.204,-22.766,-11.169,19.165
1.643,-1.242,0.166,-33.203,-24.963,29.602
1.531,-1.200,0.180,-38.330,-38.330,47.180
1.384,-1.127,0.228,-35.889,-46.509,68.359
1.215,-1.068,0.289,-28.320,-52.490,87.280
1.043,-1.021,0.346,-21.729,-60.608,101.013
0.891,-1.005,0.417,-18.250,-69.031,108.459
0.765,-0.998,0.474,-19.287,-74.463,110.107
0.682,-0.999,0.480,-22.644,-77.881,108.154
0.622,-1.046,0.459,-26.733,-81.848,106.262
0.534,-1.104,0.460,-30.701,-88.196,107.971
0.392,-1.158,0.477,-31.677,-91.675,113.953
0.254,-1.181,0.471,-30.762,-89.050,122.864
0.113,-1.174,0.434,-32.104,-87.402,132.019
-0.054,-1.129,0.416,-34.851,-90.027,139.221
-0.205,-1.043,0.438,-35.095,-91.492,145.264
-0.358,-0.956,0.461,-30.273,-88.562,149.780
-0.493,-0.847,0.495,-22.278,-84.656,152.527
-0.642,-0.753,0.542,-16.357,-83.374,153.564
-0.781,-0.658,0.612,-10.254,-82.336,152.527
-0.894,-0.564,0.682,-2.014,-79.407,149.536
-0.974,-0.486,0.738,2.441,-77.637,143.555
-1.044,-0.408,0.822,4.272,-79.529,134.277
-1.104,-0.369,0.876,3.418,-79.163,122.009
-1.112,-0.333,0.931,-4.150,-75.134,109.680
-1.133,-0.306,0.937,-10.925,-72.937,97.412
-1.153,-0.330,0.897,-23.315,-67.200,89.233
-1.183,-0.381,0.852,-32.532,-61.462,83.008
-1.205,-0.401,0.826,-38.208,-57.983,80.505
-1.226,-0.402,0.802,-37.964,-54.260,81.238
-1.231,-0.379,0.783,-32.715,-49.377,84.106
-1.252,-0.335,0.778,-22.217,-46.265,87.463
-1.296,-0.249,0.819,-10.742,-45.410,91.003
-1.338,-0.162,0.913,0.244,-42.603,91.675
-1.392,-0.083,1.014,6.836,-36.804,86.853
-1.428,-0.009,1.103,5.798,-31.067,78.369
-1.461,0.065,1.167,0.122,-25.024,67.810
-1.473,0.158,1.201,-5.188,-15.869,55.420
-1.443,0.253,1.205,-8.423,-6.409,42.419
-1.411,0.330,1.198,-11.108,1.953,29.297
-1.385,0.380,1.185,-10.864,9.521,17.273
-1.360,0.400,1.137,-7.019,15.991,7.080
-1.350,0.446,1.135,-4.028,20.996,-1.465
-1.365,0.460,1.107,0.977,25.269,-9.888
-1.341,0.425,1.050,5.432,31.006,-22.400
-1.329,0.358,0.995,4.761,34.241,-35.889
-1.332,0.293,0.953,2.563,36.316,-49.438
-1.320,0.213,0.916,2.136,41.199,-62.805
-1.293,0.130,0.898,2.625,45.593,-75.806
-1.275,0.039,0.881,1.709,49.072,-87.097
-1.255,-0.052,0.841,0.549,54.260,-96.680
-1.220,-0.155,0.810,2.625,60.608,-104.065
-1.173,-0.239,0.802,7.629,65.247,-108.521
-1.149,-0.314,0.809,14.343,69.946,-111.328
-1.109,-0.377,0.811,20.508,77.515,-114.075
-1.057,-0.443,0.813,24.658,84.656,-119.080
-1.027,-0.522,0.830,24.963,86.365,-124.878
-0.968,-0.614,0.824,22.156,87.769,-131.531
-0.871,-0.704,0.802,20.752,91.919,-137.939
-0.796,-0.778,0.800,20.508,96.130,-142.212
-0.696,-0.832,0.744,20.325,104.248,-144.470
-0.564,-0.859,0.637,19.226,113.281,-146.057
-0.504,-0.864,0.553,18.433,117.249,-146.790
-0.403,-0.868,0.456,21.606,122.009,-147.888
-0.296,-0.887,0.381,26.978,121.155,-150.513
-0.235,-0.932,0.360,32.227,110.474,-153.625
-0.156,-1.004,0.381,41.626,100.830,-156.799
-0.026,-1.103,0.410,53.833,95.215,-159.363
0.113,-1.209,0.506,61.401,86.731,-159.363
0.223,-1.393,0.597,66.650,78.430,-158.203
0.364,-1.556,0.638,64.880,78.003,-153.748
0.516,-1.684,0.615,53.955,83.618,-142.578
0.679,-1.738,0.539,42.419,90.210,-130.127
0.865,-1.704,0.456,30.029,95.215,-114.746
1.047,-1.653,0.371,20.630,96.558,-97.656
1.218,-1.585,0.286,15.869,94.604,-81.787

1.598,-1.580,0.111,12.085,82.092,-58.716
1.754,-1.647,0.059,9.033,69.214,-48.096
1.889,-1.693,0.007,6.165,56.885,-35.461
2.003,-1.697,-0.037,2.747,44.678,-19.287
2.063,-1.654,-0.041,0.366,29.907,-0.977
2.063,-1.598,-0.009,-2.563,14.587,18.311
2.017,-1.528,0.023,-6.653,0.793,36.377
1.924,-1.467,0.037,-13.367,-10.742,52.246
1.799,-1.407,-0.001,-23.560,-18.677,65.552
1.650,-1.345,-0.069,-32.349,-27.344,77.087
1.476,-1.267,-0.124,-36.682,-42.603,87.402
1.298,-1.200,-0.114,-35.278,-60.547,96.497
1.125,-1.143,-0.036,-29.297,-79.529,105.591
0.940,-1.085,0.060,-23.621,-96.863,113.281
0.751,-1.033,0.142,-20.996,-107.544,118.530
0.589,-0.983,0.224,-17.761,-115.845,122.314
0.450,-0.984,0.318,-17.639,-123.840,123.108
0.312,-1.023,0.414,-23.376,-130.554,123.047
0.162,-1.076,0.489,-31.921,-131.714,124.817
0.002,-1.115,0.520,-38.574,-127.258,129.272
-0.186,-1.139,0.508,-42.419,-120.728,135.498
-0.365,-1.124,0.453,-41.504,-112.976,141.968
-0.490,-1.086,0.425,-35.339,-107.605,146.301
-0.595,-1.042,0.447,-27.527,-108.215,148.682
-0.677,-0.983,0.493,-20.081,-109.009,149.475
-0.755,-0.910,0.540,-12.512,-103.821,149.353
-0.850,-0.806,0.568,-8.118,-96.863,149.170
-0.964,-0.660,0.589,-7.385,-92.346,146.606
-1.048,-0.495,0.626,-4.395,-84.534,139.404
-1.112,-0.423,0.708,-0.244,-74.036,128.479
-1.210,-0.400,0.802,3.540,-75.989,121.338
-1.235,-0.352,0.908,6.409,-70.313,115.479
-1.292,-0.334,0.982,9.216,-54.749,110.291
-1.354,-0.278,1.004,12.878,-45.532,108.276
-1.402,-0.238,1.063,13.611,-41.260,106.506
-1.417,-0.211,1.158,10.010,-38.635,100.586
-1.415,-0.203,1.235,5.066,-34.790,94.482
-1.460,-0.136,1.275,1.953,-24.536,90.027
-1.473,-0.051,1.228,-10.986,-11.719,85.327
-1.505,0.027,1.138,-16.846,-5.493,77.454
-1.541,0.119,1.072,-17.822,-4.272,66.223
-1.521,0.174,1.077,-14.099,-5.493,51.819
-1.456,0.175,1.159,-7.141,-9.888,36.926
-1.397,0.148,1.240,-3.906,-12.756,24.475
-1.346,0.110,1.299,0.732,-8.728,14.343
-1.372,0.100,1.311,8.545,-0.183,7.507
-1.376,0.132,1.303,14.099,9.583,2.930
-1.345,0.160,1.313,20.569,17.883,-5.554
-1.295,0.127,1.288,18.555,24.353,-20.081
-1.234,0.049,1.242,3.540,29.785,-35.706
-1.146,-0.032,1.176,-11.169,34.912,-46.936
-1.092,-0.103,1.058,-20.142,39.856,-52.490
-1.061,-0.147,0.941,-20.874,44.922,-54.932
-1.042,-0.207,0.849,-10.803,53.223,-58.655
-0.988,-0.308,0.759,1.160,61.157,-64.758
-0.893,-0.423,0.687,3.235,62.988,-71.655
-0.830,-0.511,0.618,-0.488,64.880,-79.346
-0.663,-0.625,0.496,7.385,78.064,-89.050
-0.536,-0.688,0.543,16.541,84.045,-93.933
-0.524,-0.635,0.748,17.517,77.576,-90.820
-0.566,-0.517,0.962,14.160,73.120,-84.412
-0.608,-0.380,1.159,3.723,70.740,-82.642
-0.602,-0.305,1.237,-14.587,70.679,-88.501
-0.569,-0.316,1.197,-38.452,71.350,-98.145
-0.502,-0.409,1.091,-54.993,75.806,-107.361
-0.410,-0.557,0.927,-59.692,78.979,-112.000
-0.318,-0.727,0.749,-54.443,77.332,-110.168
-0.236,-0.812,0.614,-40.833,71.777,-101.318
-0.168,-0.832,0.594,-17.944,65.063,-89.172
-0.097,-0.854,0.616,11.475,63.232,-81.970
-0.056,-0.819,0.690,37.048,60.242,-79.346
0.082,-0.786,0.790,50.598,56.091,-83.130
0.197,-0.862,0.861,46.936,58.228,-95.947
0.366,-0.980,0.711,25.452,66.284,-109.863
0.558,-1.173,0.487,-0.610,70.313,-119.446
0.716,-1.375,0.347,-15.625,66.895,-121.277
0.840,-1.547,0.238,-5.371,69.214,-113.098
0.935,-1.615,0.213,24.353,74.829,-94.971
1.026,-1.631,0.284,51.575,74.524,-72.510
1.076,-1.585,0.365,58.960,71.350,-50.781
1.157,-1.467,0.392,55.298,66.956,-31.311
1.249,-1.303,0.377,43.335,61.523,-15.808
1.355,-1.169,0.350,29.602,54.565,-6.531
1.460,-1.095,0.328,15.686,42.847,-2.075
1.508,-1.046,0.311,5.798,31.921,0.488
1.528,-1.041,0.254,6.348,25.757,4.456
1.523,-1.044,0.212,6.592,15.503,11.414
1.487,-1.049,0.214,2.136,-0.305,21.790
1.424,-0.996,0.225,-1.831,-13.977,35.950
1.342,-0.891,0.229,-0.977,-21.423,49.805
1.295,-0.808,0.221,1.648,-27.405,58.777
1.236,-0.780,0.242,0.427,-37.048,62.805
1.171,-0.796,0.216,2.014,-42.847,64.575
1.105,-0.807,0.198,6.836,-48.035,66.345
1.005,-0.826,0.210,7.446,-59.021,66.772
0.909,-0.857,0.224,3.845,-70.068,65.125
0.808,-0.926,0.201,-1.221,-77.209,62.439
0.712,-0.992,0.195,-7.080,-87.219,63.293
0.624,-1.024,0.232,-11.169,-98.389,68.726
0.513,-1.018,0.295,-8.118,-103.088,78.369
0.371,-1.005,0.347,-1.160,-101.379,89.111
0.234,-0.950,0.406,1.465,-101.379,99.365
0.088,-0.869,0.440,-5.798,-103.088,107.178
-0.065,-0.829,0.449,-14.282,-99.731,109.985
-0.199,-0.795,0.448,-20.630,-96.924,109.619
-0.319,-0.778,0.444,-24.780,-97.961,108.521
-0.419,-0.807,0.454,-25.391,-101.074,107.422
-0.567,-0.781,0.574,-19.958,-101.746,108.032
-0.615,-0.777,0.565,4.211,-89.233,105.286
-0.704,-0.750,0.592,16.357,-80.200,101.868
-0.780,-0.721,0.559,15.198,-77.637,96.008
-0.862,-0.769,0.584,8.057,-75.806,86.792
-0.917,-0.809,0.575,1.038,-71.411,77.515
-0.899,-0.898,0.584,-9.033,-69.824,71.533
-0.967,-0.920,0.658,-22.705,-76.050,72.754
-1.024,-0.874,0.693,-23.743,-73.059,78.674
-1.062,-0.803,0.725,-12.024,-65.063,84.473
-1.095,-0.698,0.806,-4.822,-62.622,88.867
-1.110,-0.589,0.917,-0.977,-58.838,88.745

-1.114,-0.324,1.093,2.197,-39.917,79.956
-1.102,-0.214,1.130,-4.578,-32.349,70.862
-1.039,-0.141,1.158,-12.634,-27.100,59.692
-1.010,-0.080,1.208,-18.982,-23.193,50.415
-1.032,-0.016,1.194,-17.212,-14.526,43.640
-1.004,0.072,1.108,-11.597,-8.850,38.696
-0.986,0.133,1.112,-14.221,-17.273,34.546
-0.978,0.140,1.155,-15.747,-24.597,29.602
-0.970,0.138,1.156,-6.958,-20.691,25.085
-1.016,0.124,1.131,7.202,-12.756,20.569
-1.042,0.135,1.174,12.817,-5.798,15.137
-1.044,0.114,1.207,17.639,-0.061,5.615
-1.046,0.055,1.197,13.367,5.554,-5.737
-1.042,0.007,1.152,1.648,9.705,-16.357
-1.031,-0.086,1.065,-7.263,15.320,-26.611
-1.028,-0.219,0.971,-7.446,22.095,-35.400
-0.973,-0.332,0.866,-0.244,27.344,-39.551
-0.907,-0.472,0.743,10.803,33.325,-39.307
-0.900,-0.602,0.668,17.883,35.828,-34.973
-0.887,-0.673,0.621,23.743,38.757,-29.480
-0.907,-0.680,0.622,29.175,44.006,-25.696
-0.912,-0.607,0.580,27.527,45.593,-24.902
-0.883,-0.553,0.571,13.916,38.757,-31.189
-0.812,-0.545,0.686,0.549,25.940,-41.870
-0.731,-0.596,0.796,-4.150,19.653,-50.415
-0.671,-0.624,0.851,-1.526,22.034,-52.612
-0.611,-0.634,0.888,7.568,27.344,-49.011
-0.593,-0.651,0.905,11.169,33.997,-44.739
-0.549,-0.725,0.851,8.057,44.006,-42.725
-0.497,-0.732,0.812,-3.235,51.331,-40.527
-0.448,-0.752,0.758,-17.822,60.120,-40.344
-0.374,-0.739,0.691,-30.640,67.444,-39.246
-0.289,-0.756,0.647,-43.274,66.711,-36.804
-0.246,-0.772,0.654,-52.063,60.974,-33.447
-0.256,-0.667,0.598,-44.128,57.922,-27.039
-0.184,-0.543,0.527,-16.968,55.542,-24.353
-0.058,-0.541,0.595,11.169,43.274,-31.006
0.062,-0.530,0.766,26.245,26.978,-39.307
0.245,-0.620,0.893,35.583,29.968,-51.147
0.377,-0.745,0.926,34.607,44.861,-61.462
0.482,-0.817,0.787,18.799,59.509,-64.270
0.566,-0.888,0.549,-3.723,70.068,-64.270
0.604,-0.950,0.380,-17.456,73.364,-61.951
0.620,-0.927,0.260,-15.198,74.097,-56.946
0.699,-0.835,0.219,-0.488,73.303,-52.673
0.831,-0.783,0.293,19.714,64.270,-53.650
0.994,-0.781,0.483,35.950,50.171,-58.472
1.156,-0.819,0.651,41.748,40.649,-62.683
1.292,-0.921,0.688,31.311,35.034,-64.819
1.368,-0.983,0.648,8.728,28.015,-62.683
1.447,-1.016,0.529,-8.972,24.292,-58.899
1.542,-1.157,0.408,-15.564,24.597,-55.664
1.584,-1.294,0.361,-13.245,20.691,-44.189
1.584,-1.254,0.384,-4.456,13.123,-20.935
1.527,-1.182,0.400,7.385,7.080,2.441
1.419,-1.079,0.461,14.343,-2.869,22.095
1.302,-0.972,0.506,11.963,-13.550,35.889
1.208,-0.930,0.499,2.075,-18.250,44.312
1.075,-0.877,0.489,-9.277,-21.484,52.002
0.959,-0.768,0.451,-16.357,-21.912,59.143
0.848,-0.680,0.422,-20.325,-23.560,61.340
0.747,-0.607,0.438,-28.076,-32.227,58.960
0.690,-0.569,0.458,-38.635,-46.326,54.138
0.620,-0.578,0.511,-46.448,-61.096,48.096
0.563,-0.598,0.592,-44.617,-71.899,42.358
0.490,-0.674,0.612,-39.185,-77.209,38.330
0.452,-0.823,0.632,-35.522,-83.496,40.222
0.457,-1.032,0.690,-33.447,-92.224,55.115
0.244,-1.005,0.754,-33.081,-96.069,86.731
-0.024,-0.901,0.666,-23.010,-85.327,116.943
-0.258,-0.770,0.570,-20.081,-78.247,132.446
-0.386,-0.683,0.456,-27.283,-79.651,132.324
-0.506,-0.693,0.358,-34.119,-84.412,121.399
-0.596,-0.714,0.336,-33.508,-92.896,108.276
-0.641,-0.750,0.430,-19.043,-100.891,95.398
-0.662,-0.794,0.627,1.099,-104.187,85.754
-0.708,-0.846,0.836,10.986,-100.525,82.397
-0.761,-0.835,0.981,12.024,-88.928,86.731
-0.831,-0.774,1.007,11.597,-71.960,94.910
-0.951,-0.645,1.002,6.958,-57.129,102.661
-1.059,-0.501,0.995,0.183,-47.058,104.980
-1.095,-0.418,0.933,-9.094,-39.795,100.037
-1.175,-0.375,0.888,-18.433,-36.743,91.492
-1.220,-0.308,0.900,-20.447,-32.837,82.581
-1.227,-0.254,0.943,-13.184,-26.123,70.740
-1.237,-0.238,0.909,-7.324,-17.639,57.678
-1.227,-0.230,0.893,-7.690,-16.907,48.340
-1.221,-0.202,0.931,-11.169,-19.775,42.175
-1.209,-0.168,0.943,-10.376,-18.066,37.292
-1.182,-0.163,0.941,-5.371,-14.038,32.043
-1.178,-0.152,0.985,-1.770,-11.292,27.405
-1.204,-0.111,1.053,2.625,-6.165,22.522
-1.169,-0.100,1.076,8.118,1.160,14.587
-1.134,-0.122,1.107,9.216,6.042,4.578
-1.112,-0.123,1.128,8.362,10.681,-4.456
-1.062,-0.147,1.117,7.141,18.616,-14.526
-1.014,-0.201,1.082,-0.549,25.513,-23.560
-0.980,-0.248,1.010,-12.939,29.541,-30.212
-0.896,-0.348,0.869,-21.729,33.508,-35.706
-0.851,-0.415,0.760,-26.428,33.752,-37.659
-0.847,-0.434,0.667,-22.156,33.325,-37.354
-0.783,-0.451,0.577,-10.376,32.410,-38.757
-0.715,-0.496,0.559,-1.648,26.733,-42.542
-0.647,-0.519,0.558,3.540,20.691,-45.715
-0.607,-0.489,0.601,9.094,18.677,-47.974
-0.538,-0.475,0.637,14.099,22.217,-53.650
-0.432,-0.511,0.654,11.536,26.917,-61.523
-0.350,-0.549,0.702,2.808,25.757,-65.613
-0.285,-0.573,0.755,-1.282,27.527,-65.369
-0.205,-0.629,0.764,0.549,35.278,-62.561
-0.198,-0.634,0.791,1.282,37.598,-54.871
-0.174,-0.590,0.785,-0.916,40.039,-46.265
-0.090,-0.600,0.742,2.075,42.297,-41.870
-0.031,-0.641,0.746,3.052,36.377,-38.513
0.003,-0.648,0.757,4.211,30.518,-34.180
0.037,-0.644,0.729,13.672,29.480,-32.349
0.070,-0.647,0.750,20.935,30.029,-38.330
0.178,-0.713,0.749,23.193,33.203,-50.049
0.326,-0.787,0.658,17.822,42.297,-59.631

0.885,-1.003,0.508,11.292,55.481,-78.735
0.996,-1.052,0.520,5.432,45.227,-74.341
1.087,-1.104,0.510,8.667,41.626,-67.688
1.160,-1.129,0.526,11.414,37.170,-57.800
1.222,-1.098,0.586,7.019,26.428,-45.288
1.289,-1.089,0.635,-1.282,15.930,-35.278
1.321,-1.108,0.661,-9.583,7.202,-26.978
1.320,-1.106,0.641,-18.494,-3.601,-16.052
1.263,-1.078,0.657,-24.353,-16.846,-2.686
1.184,-1.016,0.720,-20.325,-27.161,10.803
1.086,-0.953,0.786,-13.428,-30.640,24.292
0.967,-0.834,0.859,-9.460,-31.799,37.842
0.872,-0.693,0.914,-6.226,-31.433,48.035
0.795,-0.601,0.923,-6.958,-30.212,53.589
0.719,-0.502,0.929,-12.634,-31.555,57.373
0.688,-0.436,0.916,-17.212,-31.616,59.204
0.669,-0.425,0.892,-20.142,-30.701,58.289
0.632,-0.447,0.840,-22.583,-28.564,57.678
0.575,-0.505,0.732,-22.400,-25.757,59.082
0.485,-0.550,0.631,-19.592,-27.588,64.453
0.344,-0.578,0.546,-15.686,-36.438,71.655
0.218,-0.596,0.450,-15.991,-45.288,76.782
0.103,-0.629,0.358,-17.578,-53.101,77.942
-0.004,-0.643,0.349,-20.691,-64.453,76.965
-0.136,-0.651,0.392,-21.057,-74.097,73.486
-0.228,-0.693,0.444,-17.578,-77.209,67.566
-0.255,-0.781,0.548,-13.794,-77.515,63.293
-0.293,-0.858,0.650,-13.062,-76.355,66.345
-0.405,-0.900,0.720,-8.484,-70.923,78.552
-0.571,-0.783,0.791,-0.183,-64.026,95.459
-0.682,-0.677,0.808,7.141,-56.458,105.164
-0.769,-0.627,0.822,4.639,-52.124,105.957
-0.862,-0.593,0.831,0.061,-48.706,102.722
-0.913,-0.561,0.815,0.122,-43.030,96.191
-0.944,-0.552,0.819,6.531,-37.659,87.463
-0.999,-0.524,0.844,14.221,-32.043,79.529
-1.080,-0.430,0.895,19.409,-24.597,73.120
-1.125,-0.354,0.875,22.156,-15.991,63.843
