aX,aY,aZ,gX,gY,gZ
0.009,0.532,0.797,-2.014,-11.536,20.630
0.024,0.536,0.789,-2.808,-16.541,23.560
0.038,0.544,0.798,-3.845,-18.982,24.963
0.036,0.545,0.824,-4.944,-18.127,23.926

-0.203,1.646,-0.774,11.719,-47.668,18.188
-0.160,1.648,-0.742,16.235,-47.302,24.231
-0.207,1.646,-0.704,17.517,-48.401,24.048
-0.254,1.615,-0.577,18.188,-44.250,18.250
-0.250,1.548,-0.412,20.935,-33.081,8.728
-0.198,1.466,-0.246,26.550,-20.264,-0.793
-0.142,1.391,-0.174,34.668,-9.644,-7.080
-0.040,1.300,-0.157,41.626,-2.136,-8.423
0.092,1.176,-0.069,44.312,0.977,-6.042
0.224,1.077,0.042,45.471,0.671,-3.540
0.325,1.021,0.120,47.363,0.183,-2.380
0.412,0.982,0.173,49.438,0.854,-2.808
0.445,0.938,0.203,51.208,0.671,-4.150
0.405,0.913,0.240,50.537,-1.343,-4.150
0.352,0.877,0.281,49.805,-5.920,-3.357
0.236,0.851,0.314,48.767,-9.766,-1.282
0.151,0.842,0.340,48.096,-13.184,1.038
0.061,0.849,0.377,47.974,-14.343,3.845
0.002,0.868,0.426,48.889,-13.245,5.554
0.008,0.905,0.467,50.415,-10.559,5.859
0.007,0.941,0.503,52.307,-8.057,4.272
-0.010,0.944,0.528,54.626,-5.554,1.526
-0.012,0.929,0.505,56.885,-2.380,-1.038
-0.030,0.890,0.465,58.167,0.000,-1.892
-0.058,0.827,0.428,58.044,-0.183,-0.977
-0.105,0.790,0.410,56.824,-1.953,1.831
-0.145,0.771,0.413,55.664,-3.479,6.653
-0.128,0.742,0.425,54.138,-4.395,12.329
-0.087,0.729,0.442,52.368,-6.592,17.761
-0.040,0.737,0.456,50.049,-9.583,21.545
0.020,0.753,0.481,47.607,-12.024,22.705
0.063,0.767,0.518,45.532,-13.245,20.203
0.064,0.789,0.555,44.983,-12.451,14.648
0.062,0.814,0.551,45.837,-9.155,8.057
0.043,0.817,0.540,46.692,-5.127,2.747
0.006,0.814,0.524,47.119,-3.235,-0.671
-0.034,0.815,0.494,47.424,-4.089,-1.587
-0.082,0.785,0.483,46.692,-6.775,-0.916
-0.109,0.777,0.477,46.204,-8.972,1.099
-0.110,0.794,0.468,45.837,-10.193,4.089
-0.093,0.802,0.476,45.044,-11.292,6.531
-0.064,0.833,0.490,44.495,-12.329,7.935
-0.047,0.866,0.517,44.312,-13.245,8.240
-0.034,0.901,0.536,45.105,-13.489,7.019
-0.031,0.932,0.543,47.302,-12.756,4.944
-0.047,0.947,0.537,49.866,-11.597,2.808
-0.064,0.937,0.526,51.758,-10.376,0.549
-0.086,0.916,0.524,53.040,-9.583,-1.587
-0.106,0.907,0.494,54.504,-9.277,-3.296
-0.149,0.875,0.473,54.993,-8.911,-4.456
-0.185,0.847,0.472,54.993,-7.629,-4.517
-0.180,0.843,0.460,55.603,-5.981,-3.357
-0.177,0.835,0.454,55.542,-5.554,-1.465
-0.152,0.838,0.446,55.237,-6.287,1.099
-0.111,0.837,0.429,53.955,-8.362,4.456
-0.095,0.831,0.435,52.063,-10.498,7.874
-0.090,0.799,0.464,49.805,-12.146,10.864
-0.076,0.782,0.505,48.340,-12.268,12.817
-0.065,0.802,0.560,47.974,-11.841,13.245
-0.051,0.818,0.593,49.377,-10.437,11.719
-0.042,0.813,0.588,52.856,-8.301,9.155
-0.035,0.801,0.548,56.458,-7.019,6.958
-0.011,0.803,0.495,58.655,-7.385,5.127
-0.025,0.794,0.474,58.960,-8.484,4.089
-0.025,0.795,0.484,58.594,-8.789,3.357
-0.017,0.807,0.505,57.800,-8.545,2.991
-0.051,0.782,0.537,56.458,-8.179,3.052
-0.075,0.746,0.556,54.993,-8.057,3.357
-0.093,0.723,0.550,53.955,-7.324,4.456
-0.086,0.716,0.543,52.673,-5.981,6.165
-0.063,0.717,0.545,50.842,-5.432,7.507
-0.041,0.728,0.568,48.950,-5.188,8.972
-0.023,0.750,0.597,47.974,-4.822,10.071
-0.007,0.769,0.631,47.852,-4.333,11.047
0.015,0.778,0.631,48.584,-3.601,11.536
0.019,0.762,0.619,49.072,-3.601,11.902
0.019,0.751,0.616,49.011,-4.822,12.268
0.008,0.751,0.625,49.133,-5.798,12.329
-0.003,0.754,0.641,49.744,-5.737,11.780
-0.001,0.766,0.648,51.697,-5.676,10.254
0.002,0.762,0.644,52.856,-6.348,8.667
-0.011,0.755,0.646,53.833,-7.446,6.653
-0.019,0.742,0.637,54.993,-8.484,5.127
-0.027,0.733,0.627,56.030,-9.277,4.028
-0.022,0.711,0.602,56.396,-9.888,3.357
-0.015,0.703,0.585,55.725,-10.925,3.479
-0.003,0.695,0.567,54.382,-12.451,3.723
-0.011,0.685,0.576,51.819,-14.343,3.662
-0.007,0.671,0.589,49.805,-14.893,3.784
0.006,0.673,0.595,48.279,-13.916,4.089
0.019,0.667,0.600,46.570,-13.489,4.456
0.022,0.670,0.617,45.349,-14.221,4.639
0.016,0.669,0.636,44.373,-14.343,4.456
0.012,0.672,0.653,44.312,-13.733,3.357
0.024,0.689,0.653,44.861,-12.878,1.770
0.023,0.707,0.645,46.082,-12.756,-0.305
0.015,0.707,0.634,47.119,-12.817,-2.075
0.010,0.710,0.619,47.974,-12.817,-3.784
-0.005,0.701,0.606,48.950,-13.123,-5.127
-0.022,0.690,0.601,49.194,-13.977,-5.310
-0.036,0.678,0.605,48.828,-14.526,-4.456
-0.044,0.660,0.614,48.340,-15.198,-2.625
-0.036,0.656,0.629,47.302,-15.686,-0.854
-0.027,0.674,0.648,46.936,-16.235,0.671
-0.018,0.704,0.670,47.607,-16.418,1.526
0.015,0.716,0.679,48.279,-16.174,1.892
0.030,0.719,0.675,48.584,-16.296,1.648
0.026,0.741,0.676,49.500,-16.968,1.038
-0.001,0.756,0.692,50.598,-16.663,-0.061
0.000,0.747,0.673,52.246,-15.259,-0.977
-0.001,0.728,0.652,53.345,-14.343,-1.465
-0.009,0.718,0.639,53.711,-14.648,-1.404
-0.016,0.718,0.624,53.467,-15.259,-0.793
-0.021,0.715,0.631,52.734,-16.113,0.549
-0.019,0.710,0.642,52.246,-16.907,2.380
-0.021,0.707,0.656,51.941,-17.639,4.517
-0.016,0.704,0.671,51.880,-18.127,6.531
-0.005,0.707,0.686,52.490,-18.738,7.812
0.009,0.716,0.692,53.223,-19.409,8.545

-0.658,-0.447,1.917,-10.803,43.335,-1.709
-0.604,-0.595,2.012,-17.883,34.668,4.333
-0.505,-0.735,2.027,-26.978,23.987,3.418
-0.376,-0.789,1.957,-35.278,19.348,1.099
-0.232,-0.733,1.816,-40.039,16.968,1.038
-0.116,-0.626,1.657,-43.945,12.695,-0.183
-0.024,-0.466,1.432,-46.265,8.789,-4.944
0.096,-0.279,1.093,-44.067,8.362,-12.329
0.243,-0.107,0.713,-41.382,8.667,-17.029
0.350,0.070,0.366,-46.265,0.488,-15.320
0.437,0.309,0.054,-55.298,-12.451,-9.705
0.563,0.567,-0.198,-61.584,-21.545,-0.122
0.759,0.824,-0.421,-66.895,-25.452,12.268
0.787,1.158,-0.545,-68.176,-34.119,15.320
0.755,1.519,-0.664,-59.631,-41.931,0.732
0.778,1.836,-0.746,-49.438,-41.321,-25.330
0.662,2.066,-0.789,-42.114,-36.072,-62.134
0.499,2.223,-0.786,-34.546,-29.907,-96.741
0.323,2.239,-0.719,-32.837,-27.771,-116.211
0.062,2.174,-0.653,-30.518,-36.865,-120.850
-0.234,2.043,-0.659,-25.513,-52.002,-106.445
-0.431,1.855,-0.642,-25.940,-65.552,-77.209
-0.555,1.715,-0.537,-29.907,-73.792,-44.556
-0.508,1.655,-0.353,-31.555,-68.542,-14.648
-0.315,1.674,-0.090,-30.884,-50.781,3.540
-0.208,1.603,0.145,-24.597,-25.940,0.549
-0.007,1.543,0.327,-14.893,11.230,-8.484
0.190,1.457,0.429,-1.953,40.222,-18.616
0.350,1.367,0.473,9.277,57.678,-22.766
0.433,1.269,0.466,20.569,59.814,-19.409
0.498,1.169,0.436,31.250,55.054,-11.719
0.546,1.086,0.408,38.147,47.668,1.526
0.564,1.007,0.421,40.344,36.255,14.404
0.522,0.938,0.419,38.635,23.437,23.010
0.442,0.856,0.432,33.875,11.414,28.442
0.366,0.804,0.460,28.625,2.563,29.175
0.288,0.796,0.503,25.391,-0.854,26.917
0.237,0.811,0.545,23.499,1.465,22.339
0.231,0.817,0.578,22.583,8.911,16.418
0.203,0.830,0.607,21.790,15.808,7.935
0.167,0.838,0.642,23.010,19.958,-1.770
0.135,0.817,0.664,26.550,23.437,-9.827
0.116,0.786,0.632,32.471,25.940,-12.573
0.101,0.731,0.573,36.255,24.536,-7.324
0.078,0.655,0.539,35.889,17.212,0.793
0.072,0.600,0.490,33.752,7.935,11.719
0.079,0.556,0.456,28.015,0.366,24.048
0.123,0.532,0.469,20.264,-4.883,33.569
0.160,0.526,0.492,12.878,-7.751,37.537
0.181,0.534,0.521,7.446,-6.897,33.752
0.193,0.549,0.528,4.456,-2.625,25.269
0.208,0.571,0.533,3.113,2.502,15.320
0.204,0.589,0.556,1.221,6.592,4.333
0.173,0.610,0.601,1.526,9.155,-4.578
0.148,0.631,0.632,4.517,13.428,-9.338
0.141,0.644,0.650,9.460,17.578,-9.094
0.156,0.669,0.645,14.099,17.334,-5.066
0.163,0.698,0.628,15.991,10.193,0.732
0.159,0.703,0.630,13.672,0.305,8.423
0.157,0.706,0.620,10.620,-8.057,15.442
0.169,0.725,0.607,7.263,-14.954,21.362
0.169,0.745,0.594,1.709,-20.142,24.475
0.154,0.755,0.594,-7.141,-23.315,24.536
0.121,0.757,0.616,-15.930,-24.353,21.545
0.074,0.771,0.652,-19.836,-23.193,16.602
0.042,0.779,0.666,-18.127,-18.738,12.817
0.023,0.781,0.656,-14.343,-12.390,11.353
0.011,0.769,0.645,-10.376,-6.714,11.780
0.020,0.775,0.619,-6.592,-3.479,13.062
0.016,0.776,0.606,-4.395,-2.869,14.221
0.002,0.774,0.609,-2.869,-3.052,14.771
0.009,0.781,0.611,-1.526,-1.404,16.052
0.009,0.773,0.611,-0.366,0.183,16.663
-0.005,0.755,0.608,1.648,-0.427,16.541
-0.015,0.756,0.593,3.845,-1.709,16.907
-0.022,0.756,0.586,5.188,-2.869,15.503
-0.051,0.745,0.589,6.836,-3.845,12.024
-0.062,0.745,0.574,9.338,-3.479,10.376
-0.067,0.734,0.560,10.193,-0.977,10.437
-0.065,0.715,0.558,8.972,1.404,10.437
-0.076,0.706,0.574,7.446,1.831,10.376
-0.087,0.700,0.596,6.042,1.953,12.207
-0.075,0.704,0.619,4.517,4.883,15.198
-0.059,0.704,0.645,2.441,9.338,18.616
-0.045,0.693,0.668,0.732,13.000,21.484
-0.013,0.708,0.671,0.610,13.733,24.231
0.038,0.739,0.652,-0.122,11.169,26.062
0.042,0.737,0.661,-3.357,5.005,23.621
0.020,0.728,0.677,-4.639,-1.709,18.799
-0.006,0.715,0.688,-2.686,-4.089,14.526
-0.018,0.698,0.670,-0.122,-2.441,11.414
-0.027,0.693,0.653,0.793,0.000,9.766
-0.058,0.694,0.667,1.709,1.709,8.789
-0.069,0.715,0.682,4.211,5.127,8.728
-0.033,0.737,0.670,7.080,11.230,9.644
-0.023,0.729,0.661,6.836,14.587,9.094
-0.024,0.754,0.670,6.226,13.245,8.850
-0.041,0.766,0.695,5.310,10.925,11.536
-0.047,0.755,0.707,5.920,11.108,17.151
-0.011,0.756,0.682,8.118,12.939,25.208
0.023,0.743,0.657,7.629,11.475,32.166
0.041,0.711,0.652,2.563,7.324,35.400
0.061,0.693,0.650,-3.418,4.089,34.485
0.060,0.681,0.657,-7.324,2.747,30.457
0.071,0.691,0.666,-8.118,3.418,23.071
0.064,0.704,0.678,-8.118,6.042,13.611
0.036,0.715,0.709,-6.470,9.399,4.639
0.020,0.741,0.735,-2.380,12.390,-1.038
0.017,0.753,0.747,2.991,13.977,-2.930
0.010,0.752,0.740,8.301,12.817,-3.113
-0.009,0.742,0.731,13.123,8.972,-2.441
-0.020,0.729,0.721,16.541,5.676,-1.953
-0.023,0.701,0.708,19.348,3.784,-1.526
-0.013,0.690,0.684,21.973,2.991,0.366
0.001,0.678,0.668,21.545,2.441,2.808
0.010,0.670,0.665,18.494,1.099,3.601
0.023,0.668,0.666,14.648,1.343,4.089
0.026,0.679,0.688,11.108,3.174,4.211
0.026,0.685,0.709,9.460,6.104,2.991

-0.455,-0.471,1.934,-65.002,11.780,34.668
-0.381,-0.518,1.986,-67.322,4.150,47.302
-0.249,-0.547,2.037,-66.284,-2.502,53.223
-0.100,-0.566,2.056,-63.171,-7.141,52.246
0.007,-0.544,2.002,-56.152,-8.423,42.969
0.087,-0.505,1.845,-46.204,-4.028,25.391
0.134,-0.404,1.617,-36.621,2.380,3.540
0.236,-0.305,1.298,-30.090,5.920,-18.066
0.257,-0.154,0.934,-31.311,2.625,-36.438
0.253,0.062,0.563,-36.743,-2.075,-45.227
0.294,0.367,0.213,-47.791,-5.249,-44.800
0.228,0.727,-0.062,-59.448,-11.169,-41.260
0.200,1.189,-0.299,-65.491,-10.864,-32.715
0.242,1.576,-0.481,-65.613,-4.944,-25.940
0.181,1.823,-0.458,-66.956,-5.066,-34.485
0.237,1.967,-0.412,-64.758,-5.188,-45.166
0.298,2.066,-0.434,-57.556,-10.742,-47.913
0.333,2.093,-0.446,-53.711,-25.024,-47.058
0.301,2.057,-0.383,-53.772,-43.884,-48.035
0.204,2.009,-0.331,-47.913,-61.584,-50.110
0.128,1.880,-0.353,-38.879,-64.575,-53.101
0.050,1.746,-0.420,-31.677,-59.265,-50.354
-0.068,1.636,-0.465,-28.931,-58.228,-41.199
-0.178,1.543,-0.454,-29.724,-59.814,-28.748
-0.244,1.452,-0.370,-31.189,-56.580,-16.174
-0.266,1.389,-0.231,-28.931,-47.180,-8.240
-0.259,1.333,-0.071,-20.264,-31.311,-6.531
-0.185,1.308,0.057,-6.165,-9.583,-8.911
-0.064,1.288,0.175,8.484,12.695,-12.756
0.044,1.256,0.288,19.470,28.503,-17.334
0.141,1.204,0.414,27.832,35.522,-21.057
0.204,1.176,0.506,35.950,38.452,-22.644
0.256,1.132,0.558,45.959,41.687,-23.010
0.294,1.060,0.588,54.138,44.067,-21.545
0.309,0.962,0.606,58.105,42.542,-17.395
0.308,0.873,0.628,60.181,37.292,-10.681
0.318,0.802,0.630,60.913,30.823,-1.404
0.332,0.748,0.619,59.204,24.048,8.789
0.342,0.693,0.616,54.077,17.395,18.005
0.340,0.623,0.628,46.448,11.658,24.597
0.335,0.561,0.645,40.955,6.836,28.625
0.334,0.516,0.651,37.109,2.319,31.128
0.323,0.494,0.651,30.884,-0.916,32.227
0.293,0.458,0.654,23.193,-2.197,32.410
0.283,0.441,0.646,17.334,-1.160,32.043
0.269,0.470,0.647,11.841,-0.366,30.823
0.234,0.497,0.667,7.019,0.549,27.405
0.228,0.511,0.670,3.723,4.089,21.973
0.216,0.526,0.659,2.319,7.019,17.090
0.202,0.543,0.641,2.258,7.263,12.695
0.194,0.583,0.616,2.319,5.798,8.789
0.171,0.641,0.615,1.038,4.272,4.089
0.134,0.668,0.629,-0.610,4.822,-2.258
0.117,0.688,0.620,-0.427,7.751,-8.484
0.095,0.703,0.602,1.770,10.681,-11.841
0.079,0.703,0.579,3.418,11.414,-13.062
0.071,0.701,0.561,3.662,10.376,-13.489
0.059,0.708,0.558,2.625,8.362,-13.672
0.041,0.730,0.560,1.770,7.080,-14.404
0.027,0.761,0.576,0.427,8.301,-15.076
0.014,0.776,0.605,-1.160,11.230,-15.503
0.010,0.793,0.622,-0.671,13.367,-15.503
0.008,0.807,0.627,2.563,12.939,-13.672
0.012,0.811,0.622,6.104,11.108,-9.460
0.022,0.810,0.596,8.179,8.240,-3.784
0.016,0.783,0.588,7.141,3.906,2.319
0.007,0.748,0.598,5.493,-0.366,8.789
0.013,0.722,0.614,4.150,-3.357,13.367
0.020,0.712,0.621,3.357,-6.287,16.174
0.027,0.710,0.608,1.160,-8.728,18.311
0.014,0.697,0.613,-3.845,-9.949,19.531
-0.005,0.705,0.641,-6.470,-9.338,20.325
-0.008,0.718,0.664,-5.676,-6.958,20.264
-0.005,0.725,0.667,-3.418,-5.127,19.409
-0.014,0.723,0.653,-1.831,-4.944,18.616
-0.042,0.704,0.668,-1.648,-3.723,18.860
-0.058,0.678,0.698,-0.916,-0.671,19.653
-0.042,0.664,0.716,1.099,2.319,20.752
-0.025,0.656,0.718,2.625,2.441,22.827
-0.014,0.645,0.723,1.892,0.122,24.902
-0.006,0.654,0.732,2.014,-2.747,25.635
0.013,0.665,0.714,2.197,-4.272,24.719
0.014,0.658,0.698,0.732,-5.310,22.705
0.004,0.648,0.698,-0.671,-5.310,19.104
-0.007,0.647,0.699,-1.038,-2.808,14.648
-0.024,0.645,0.711,-0.122,2.014,10.925
-0.044,0.650,0.737,0.671,7.080,7.690
-0.047,0.655,0.740,2.380,11.292,6.287
-0.033,0.679,0.732,4.272,13.672,6.897
-0.011,0.689,0.723,5.310,13.000,7.202
-0.007,0.690,0.726,5.554,9.766,6.775
-0.001,0.704,0.725,6.897,5.920,6.836
0.018,0.718,0.713,7.568,4.150,7.812
0.027,0.707,0.717,7.141,3.906,8.484
0.033,0.694,0.721,7.141,3.296,9.094
0.028,0.682,0.731,6.897,1.465,10.376
0.022,0.676,0.739,6.226,-0.244,12.207
0.019,0.668,0.730,5.798,0.671,15.076
0.017,0.656,0.736,5.920,3.174,17.700
0.037,0.658,0.734,6.531,4.578,18.433
0.054,0.674,0.728,7.568,3.601,18.799
0.073,0.676,0.725,7.385,2.319,17.639
0.072,0.670,0.734,6.653,1.465,15.198
0.058,0.650,0.752,7.202,1.831,12.512
0.052,0.645,0.764,9.155,2.930,10.376
0.055,0.644,0.762,11.536,3.296,8.911
0.057,0.643,0.751,12.634,1.953,8.911
0.057,0.636,0.751,11.230,0.427,9.338
0.063,0.635,0.759,9.033,-1.160,9.033
0.057,0.633,0.761,6.592,-2.502,8.850
0.047,0.628,0.765,4.639,-3.906,9.277
0.037,0.626,0.764,3.113,-4.822,10.620
0.029,0.631,0.765,2.197,-6.165,11.841
0.023,0.647,0.757,2.075,-7.874,12.146
0.001,0.656,0.760,1.404,-9.399,10.864
-0.025,0.655,0.769,1.892,-9.094,8.545
-0.037,0.653,0.769,4.944,-6.348,6.775
-0.032,0.657,0.750,8.667,-2.991,5.066
-0.031,0.653,0.731,10.132,-1.282,3.601

-0.621,-0.678,2.295,-69.702,47.668,-1.160
-0.580,-0.968,2.528,-75.317,38.391,8.118
-0.436,-1.076,2.640,-70.190,25.391,18.005
-0.252,-1.094,2.674,-56.030,14.465,24.048
0.013,-1.145,2.601,-43.457,8.850,20.508
0.268,-1.152,2.439,-33.081,2.319,12.756
0.381,-1.049,2.117,-21.423,-7.141,-1.282
0.493,-0.898,1.622,-7.751,-9.399,-15.991
0.546,-0.647,0.992,-2.197,-7.324,-28.809
0.569,-0.340,0.404,-7.690,-2.930,-41.870
0.655,-0.034,0.009,-26.978,-2.930,-49.011
0.714,0.471,-0.358,-44.861,-14.221,-43.579
0.831,1.029,-0.730,-53.284,-30.334,-32.715
0.961,1.541,-1.069,-55.908,-42.969,-28.748
0.930,2.051,-1.320,-49.316,-51.086,-40.100
0.904,2.460,-1.650,-46.997,-44.373,-58.228
0.800,2.820,-1.668,-66.711,-38.330,-76.233
0.556,3.097,-1.375,-92.102,-44.006,-92.529
0.238,3.106,-1.012,-107.544,-58.044,-98.633
-0.222,2.905,-0.702,-109.497,-85.510,-98.389
-0.746,2.550,-0.561,-98.328,-118.103,-81.299
-1.116,2.215,-0.562,-74.585,-135.681,-50.415
-1.320,2.048,-0.496,-55.054,-125.244,-20.264
-1.344,2.012,-0.262,-43.762,-80.811,-8.362
-1.085,1.994,0.075,-30.151,-10.620,-19.714
-0.703,1.807,0.320,-8.667,60.974,-37.537
-0.173,1.647,0.441,13.184,116.943,-36.682
0.198,1.514,0.420,35.583,126.038,-24.292
0.512,1.342,0.334,53.589,114.502,-8.789
0.784,1.157,0.246,62.439,95.581,11.414
0.951,1.004,0.201,63.538,74.097,27.405
0.983,0.885,0.194,57.312,52.673,34.424
0.922,0.788,0.210,46.875,35.889,35.095
0.833,0.700,0.259,35.583,26.001,31.921
0.728,0.660,0.296,26.001,20.935,28.381
0.643,0.657,0.364,22.217,18.738,25.269
0.562,0.680,0.467,21.240,18.799,21.545
0.504,0.682,0.570,23.682,21.118,16.907
0.473,0.661,0.621,29.968,25.635,13.184
0.443,0.627,0.637,39.673,27.283,10.254
0.421,0.618,0.613,49.561,25.391,9.521
0.417,0.606,0.574,56.091,22.095,12.146
0.397,0.556,0.541,55.237,17.334,15.625
0.365,0.498,0.529,49.683,10.620,20.142
0.326,0.461,0.514,42.786,3.052,27.344
0.298,0.437,0.518,35.583,-3.723,36.804
0.279,0.424,0.535,28.503,-8.362,45.166
0.257,0.428,0.558,22.522,-10.498,50.537
0.245,0.443,0.596,17.883,-10.193,52.795
0.245,0.461,0.625,14.038,-7.324,52.246
0.242,0.470,0.656,9.888,-4.028,49.255
0.237,0.478,0.676,7.324,-2.258,41.809
0.252,0.515,0.680,7.629,-0.305,33.508
0.255,0.550,0.658,7.812,3.601,25.452
0.249,0.592,0.630,7.263,8.423,17.273
0.238,0.635,0.634,6.165,12.146,9.583
0.207,0.650,0.636,4.822,15.503,3.357
0.178,0.666,0.635,4.700,18.127,0.488
0.155,0.676,0.638,3.845,16.968,0.610
0.131,0.668,0.665,-0.916,13.184,2.625
0.108,0.657,0.723,-6.836,8.606,5.676
0.089,0.666,0.786,-11.230,4.700,9.521
0.088,0.707,0.852,-11.841,0.793,13.550
0.092,0.740,0.890,-9.460,-2.686,16.296
0.099,0.768,0.895,-5.127,-5.005,16.846
0.092,0.785,0.880,0.916,-6.531,16.235
0.076,0.794,0.838,7.446,-6.897,14.221
0.035,0.773,0.797,11.658,-6.592,10.864
-0.013,0.746,0.764,15.442,-5.615,7.751
-0.050,0.718,0.723,18.921,-3.174,5.554
-0.061,0.695,0.677,21.912,-0.183,4.700
-0.065,0.665,0.648,24.231,1.099,5.005
-0.059,0.638,0.641,24.292,1.160,6.836
-0.058,0.624,0.661,22.644,1.831,11.230
-0.028,0.627,0.684,21.301,2.502,17.212
0.020,0.622,0.683,19.897,1.831,24.414
0.041,0.611,0.693,16.602,-2.014,29.663
0.054,0.606,0.715,12.878,-7.996,32.654
0.063,0.616,0.734,10.681,-10.498,33.875
0.064,0.623,0.753,10.071,-9.766,31.982
0.045,0.613,0.786,10.559,-7.935,26.855
0.061,0.608,0.794,13.977,-5.493,21.057
0.081,0.618,0.791,17.517,-3.113,15.198
0.079,0.625,0.788,19.775,-2.869,8.789
0.067,0.619,0.799,20.264,-2.808,3.296
0.071,0.604,0.808,19.165,-1.038,-0.488
0.084,0.597,0.815,17.700,0.305,-1.160
0.090,0.588,0.819,15.137,-1.160,-0.854
0.080,0.583,0.819,11.414,-5.249,0.732
0.044,0.564,0.815,6.836,-9.827,3.174
0.002,0.555,0.809,2.808,-12.756,5.676
-0.038,0.560,0.800,0.122,-12.634,10.925
-0.039,0.559,0.768,-0.977,-10.193,19.348
-0.028,0.561,0.735,-1.953,-9.705,27.649
-0.021,0.563,0.723,-4.639,-13.733,34.363
0.001,0.567,0.725,-8.484,-18.311,37.781
0.019,0.554,0.739,-11.292,-20.508,38.147
0.027,0.554,0.757,-11.597,-20.752,34.607
0.024,0.569,0.774,-10.132,-19.348,27.527
0.014,0.599,0.788,-8.301,-16.052,18.982
0.005,0.612,0.797,-7.141,-10.681,9.094
-0.023,0.614,0.826,-4.700,-5.920,-0.610
-0.047,0.617,0.823,1.953,-3.052,-6.531
-0.049,0.607,0.828,10.010,-1.709,-7.629
-0.053,0.605,0.805,14.404,-2.136,-6.409
-0.069,0.598,0.797,17.456,-5.371,-2.930
-0.068,0.581,0.786,18.738,-8.850,0.549
-0.058,0.556,0.772,17.090,-11.047,4.211
-0.047,0.555,0.775,14.099,-12.939,6.287
-0.040,0.561,0.796,11.353,-13.000,6.165
-0.039,0.542,0.809,8.850,-9.338,4.456
-0.033,0.533,0.821,7.507,-4.028,2.502
-0.018,0.534,0.831,6.470,-0.793,0.854
-0.017,0.538,0.842,5.310,-0.122,-0.732
-0.022,0.536,0.851,5.188,-0.732,-1.587
-0.022,0.544,0.852,6.226,-1.465,-1.709
-0.035,0.544,0.861,7.507,-1.831,-1.648
-0.039,0.536,0.854,8.911,-1.831,-2.258
-0.061,0.525,0.850,9.338,-2.197,-2.747

-0.563,-0.493,1.890,-43.945,6.104,10.315
-0.525,-0.584,1.905,-41.931,1.892,19.897
-0.449,-0.615,1.831,-33.752,-1.648,26.367
-0.354,-0.580,1.688,-24.109,-2.869,24.902
-0.305,-0.534,1.549,-19.104,-0.427,14.404
-0.306,-0.458,1.397,-14.587,11.169,-0.244
-0.217,-0.358,1.209,-6.958,27.527,-10.193
-0.088,-0.214,0.954,-1.587,30.029,-11.780
-0.015,0.005,0.662,1.099,15.686,-8.362
0.172,0.205,0.324,3.418,0.061,0.549
0.387,0.474,0.001,-3.174,-17.395,9.827
0.583,0.775,-0.209,-13.794,-35.522,6.897
0.708,1.075,-0.344,-24.475,-43.579,-10.193
0.685,1.370,-0.473,-29.053,-35.950,-37.415
0.592,1.600,-0.619,-32.227,-15.686,-66.040
0.508,1.756,-0.690,-40.833,4.456,-83.618
0.379,1.874,-0.669,-53.894,6.775,-84.778
0.246,1.963,-0.532,-63.721,-7.751,-71.533
0.250,2.027,-0.378,-65.369,-27.039,-48.584
0.274,2.069,-0.244,-59.387,-46.082,-28.809
0.187,2.036,-0.151,-52.002,-60.974,-25.513
0.040,1.932,-0.055,-41.382,-66.040,-29.724
-0.059,1.823,-0.012,-28.015,-55.298,-29.724
-0.120,1.701,0.016,-17.212,-39.673,-26.978
-0.137,1.594,0.068,-11.108,-29.602,-22.705
-0.121,1.502,0.104,-7.507,-22.888,-18.433
-0.092,1.394,0.153,-6.836,-13.123,-12.939
0.002,1.283,0.211,-6.714,0.061,-6.042
0.096,1.203,0.269,-5.920,10.193,0.427
0.157,1.144,0.336,-3.906,16.479,3.479
0.215,1.143,0.398,0.671,23.743,3.784
0.240,1.150,0.479,5.920,33.875,1.221
0.252,1.108,0.556,10.132,43.457,-3.479
0.229,1.069,0.595,17.212,48.706,-7.996
0.217,1.007,0.656,27.405,49.133,-8.972
0.199,0.963,0.677,35.400,46.387,-6.104
0.189,0.924,0.668,43.518,42.664,-0.305
0.189,0.861,0.634,47.913,37.109,6.836
0.191,0.797,0.616,50.110,29.907,15.930
0.207,0.743,0.582,49.194,22.034,26.672
0.224,0.696,0.561,43.152,12.451,36.438
0.215,0.637,0.574,33.325,2.319,44.617
0.206,0.592,0.587,24.902,-4.211,51.819
0.191,0.553,0.602,17.822,-8.057,57.190
0.174,0.506,0.614,12.085,-11.353,60.730
0.164,0.477,0.622,6.348,-14.526,62.866
0.159,0.459,0.641,1.648,-16.968,61.401
0.150,0.460,0.653,-0.549,-18.188,56.458
0.115,0.471,0.656,-0.610,-18.005,48.523
0.077,0.471,0.645,-0.183,-14.282,39.612
0.051,0.475,0.621,0.244,-5.493,32.837
0.043,0.490,0.611,0.671,2.930,26.062
0.040,0.514,0.606,1.038,7.935,18.799
0.044,0.534,0.604,-0.854,9.155,13.000
0.052,0.548,0.631,-6.104,7.507,9.644
0.055,0.572,0.682,-11.841,4.395,7.690
0.052,0.600,0.735,-15.320,1.587,6.226
0.053,0.625,0.775,-15.808,-0.977,4.822
0.049,0.656,0.793,-13.977,-3.662,3.174
0.026,0.672,0.814,-10.376,-6.287,0.732
0.009,0.703,0.818,-6.042,-7.385,-2.808
