aX,aY,aZ,gX,gY,gZ
0.175,0.178,0.931,48.279,8.362,9.338
0.180,0.180,0.933,49.927,3.540,12.939
0.208,0.178,0.964,50.964,4.333,15.381
0.206,0.125,0.963,52.307,3.723,16.907
0.221,0.099,0.962,50.903,3.845,15.747
0.228,0.099,0.957,50.293,2.136,15.259
0.222,0.090,0.951,48.401,1.953,13.184
0.222,0.076,0.932,46.753,3.906,10.742
0.226,0.076,0.925,45.288,7.324,9.277
0.231,0.075,0.915,43.152,11.353,7.446
0.237,0.071,0.907,39.978,14.587,5.615
0.219,0.054,0.914,36.133,16.296,4.272
0.221,0.036,0.908,33.447,16.785,3.601
0.232,0.030,0.901,31.250,15.503,4.028
0.240,0.023,0.903,29.480,12.695,4.822
0.241,0.012,0.908,27.466,9.033,5.249
0.245,0.005,0.920,25.085,5.798,6.348
0.250,-0.001,0.941,22.095,4.028,7.874
0.255,-0.007,0.962,19.592,3.418,9.460
0.263,-0.015,0.984,17.395,3.723,11.353

0.359,-0.956,1.373,-100.769,-17.822,13.489
0.340,-1.009,1.415,-106.323,-9.949,5.127
0.292,-1.053,1.425,-109.314,-1.831,-3.540
0.266,-1.074,1.392,-106.201,2.380,-11.536
0.250,-1.084,1.360,-103.027,1.770,-19.470
0.268,-1.096,1.339,-104.370,-2.258,-26.245
0.302,-1.104,1.265,-106.140,-6.653,-29.053
0.322,-1.007,1.207,-107.117,-12.756,-32.166
0.392,-0.802,1.105,-100.525,-20.325,-35.461
0.425,-0.543,0.941,-86.792,-25.940,-39.429
0.410,-0.245,0.745,-72.449,-26.245,-47.974
0.365,0.056,0.467,-61.340,-20.874,-57.861
0.277,0.441,0.200,-55.115,-13.977,-65.369
0.210,0.834,0.037,-52.612,-7.202,-68.359
0.151,1.183,-0.080,-56.396,-1.343,-66.711
0.019,1.522,-0.124,-61.401,0.793,-61.707
0.057,1.783,-0.196,-56.274,-0.549,-46.082
0.145,2.006,-0.250,-50.781,-14.099,-19.470
0.153,2.176,-0.217,-56.091,-45.471,2.136
0.107,2.212,-0.088,-77.026,-79.163,9.460
0.067,2.155,0.117,-90.637,-101.440,9.644
0.053,2.113,0.314,-94.360,-105.103,4.822
0.001,2.008,0.435,-90.271,-96.008,-3.296
-0.108,1.864,0.460,-81.482,-80.078,-17.761
-0.204,1.710,0.445,-64.514,-60.974,-31.799
-0.246,1.589,0.443,-43.030,-42.847,-40.466
-0.238,1.492,0.490,-23.682,-25.818,-45.532
-0.195,1.365,0.544,-6.897,-7.507,-48.279
-0.084,1.244,0.598,10.803,15.198,-44.373
0.076,1.133,0.635,29.175,39.490,-33.875
0.219,1.047,0.659,44.617,56.213,-23.376
0.332,0.998,0.680,54.993,66.650,-16.602
0.427,0.957,0.691,59.204,75.134,-12.817
0.481,0.915,0.684,58.777,81.177,-11.597
0.490,0.892,0.690,58.411,83.740,-13.550
0.481,0.845,0.723,59.570,85.388,-17.212
0.477,0.778,0.751,63.354,86.365,-19.287
0.479,0.684,0.780,69.275,86.548,-18.616
0.502,0.574,0.784,75.500,84.167,-14.282
0.526,0.495,0.767,82.397,76.294,-5.310
0.559,0.431,0.742,87.708,65.125,5.432
0.579,0.370,0.721,88.806,52.917,15.564
0.585,0.295,0.705,85.938,40.039,24.536
0.579,0.240,0.682,80.994,27.954,32.837
0.575,0.197,0.658,74.646,19.470,39.917
0.569,0.161,0.649,66.528,15.198,43.701
0.547,0.133,0.630,57.495,13.977,43.823
0.529,0.127,0.621,48.767,15.076,40.894
0.491,0.117,0.615,41.321,18.433,36.560
0.463,0.107,0.625,37.048,23.926,31.921
0.436,0.102,0.638,34.973,29.968,28.259
0.442,0.103,0.654,34.790,35.400,26.062
0.460,0.104,0.683,36.438,38.330,25.024
0.468,0.102,0.711,38.452,37.781,24.170
0.481,0.093,0.738,39.917,34.363,22.827
0.490,0.087,0.757,40.100,30.945,20.691
0.503,0.083,0.755,43.152,28.137,18.494
0.505,0.078,0.788,46.875,25.146,16.602
0.510,0.080,0.790,49.133,23.132,14.832
0.544,0.093,0.817,50.232,21.118,13.794
0.543,0.100,0.816,47.852,20.569,11.780
0.531,0.105,0.832,43.457,20.935,8.606
0.515,0.111,0.845,40.710,20.935,5.493
0.496,0.103,0.930,40.344,19.714,2.441
0.488,0.079,0.949,37.476,19.714,0.916
0.481,0.073,0.938,34.302,18.127,2.563
0.468,0.067,0.939,34.119,13.550,5.493
0.467,0.072,0.926,34.485,6.958,8.240
0.478,0.078,0.915,35.339,0.732,11.353
0.478,0.085,0.924,36.194,-5.249,14.221
0.474,0.087,0.916,36.194,-10.742,16.296
0.452,0.064,0.907,36.621,-13.794,18.005
0.445,0.057,0.884,37.598,-13.916,19.226
0.437,0.054,0.859,38.208,-12.451,19.470
0.415,0.035,0.845,37.964,-10.193,18.616
0.394,0.028,0.840,37.170,-7.935,17.273
0.393,0.021,0.840,36.743,-5.859,16.541
0.395,0.021,0.843,35.156,-3.540,14.954
0.365,0.009,0.866,34.668,-2.319,11.780
0.376,0.010,0.865,37.231,-1.282,10.132
0.386,0.009,0.853,39.673,-0.671,9.827
0.380,0.004,0.849,40.833,-2.197,8.240
0.365,0.002,0.851,41.260,-4.150,6.409
0.361,-0.014,0.838,41.138,-4.578,6.714
0.358,-0.030,0.822,39.795,-3.174,7.935
0.366,-0.042,0.814,37.109,-1.587,9.521
0.374,-0.041,0.818,33.081,-0.732,10.376
0.375,-0.046,0.819,26.733,-0.854,10.315
0.379,-0.050,0.838,20.691,-1.587,9.827
0.382,-0.045,0.848,15.076,-2.380,9.216
0.386,-0.030,0.861,10.010,-2.563,8.484
0.376,-0.031,0.872,5.127,-2.563,7.446
0.368,-0.037,0.869,0.122,-2.319,5.920
0.348,-0.042,0.870,-3.540,-2.747,5.615
0.330,-0.034,0.863,-7.019,-2.502,6.409
0.322,-0.033,0.851,-9.644,-1.038,8.240
0.317,-0.037,0.848,-12.634,1.160,10.254
0.325,-0.038,0.829,-16.541,3.418,12.634
0.314,-0.045,0.827,-18.738,4.333,14.343
0.341,-0.015,0.831,-24.170,5.066,18.311
0.342,0.020,0.851,-27.466,-0.793,21.912
0.336,0.013,0.882,-26.306,-6.836,20.508
0.347,0.004,0.893,-24.780,-6.714,18.372
0.342,0.007,0.896,-19.409,-7.935,18.616
0.328,0.012,0.907,-13.550,-12.817,16.846
0.322,0.001,0.902,-7.629,-16.052,14.221
0.317,-0.007,0.900,-1.343,-16.418,12.390
0.328,-0.004,0.894,3.296,-14.648,10.437
0.340,-0.017,0.890,4.944,-11.536,8.484
0.359,-0.029,0.891,4.883,-8.545,7.446
0.371,-0.022,0.896,5.676,-6.958,6.775
0.386,-0.013,0.908,6.897,-4.761,5.005
0.392,-0.020,0.909,7.019,-2.686,2.258
0.384,-0.037,0.913,6.287,-3.418,0.000
0.375,-0.036,0.908,5.066,-6.836,-0.854
0.360,-0.028,0.917,2.258,-10.986,-0.671
0.329,-0.046,0.921,-1.160,-14.893,0.732
0.310,-0.066,0.921,-4.333,-18.127,3.418
0.312,-0.057,0.908,-8.179,-20.325,6.836

-0.297,-0.678,1.454,-119.141,-194.336,84.351
-0.345,-0.481,1.285,-90.698,-196.594,83.679
-0.389,-0.248,1.067,-61.951,-202.698,84.595
-0.375,-0.070,0.836,-38.391,-215.454,85.754
-0.484,0.094,0.410,-28.137,-237.793,84.839
-0.696,0.355,-0.033,-25.574,-260.376,80.872
-0.891,0.674,-0.475,-29.663,-264.221,80.566
-0.994,0.947,-0.806,-47.058,-251.282,82.153
-1.029,1.201,-0.843,-72.571,-231.812,75.073
-1.014,1.488,-0.652,-95.581,-207.336,56.763
-0.902,1.702,-0.425,-101.318,-175.598,32.898
-0.820,1.837,-0.272,-88.989,-137.329,3.540
-0.853,1.921,-0.196,-63.782,-98.328,-32.349
-0.843,1.959,-0.164,-31.311,-58.472,-67.505
-0.823,1.933,-0.152,-2.930,-21.729,-91.187
-0.793,1.846,-0.145,20.935,4.089,-98.145
-0.760,1.757,-0.119,39.307,15.015,-87.219
-0.699,1.687,-0.060,48.096,10.864,-62.988
-0.600,1.612,0.042,49.194,0.305,-36.133
-0.521,1.527,0.163,47.119,-11.047,-13.855
-0.463,1.436,0.292,45.105,-21.362,0.977
-0.426,1.283,0.345,41.016,-23.560,10.193
-0.354,1.207,0.471,30.518,-22.949,18.555
-0.382,1.079,0.516,28.564,-21.729,13.245
-0.359,0.956,0.540,17.029,-11.169,10.803
-0.413,0.870,0.545,8.911,-10.986,15.076
-0.445,0.787,0.536,3.418,-14.465,13.367
-0.438,0.718,0.534,-1.709,-11.902,12.329
-0.423,0.665,0.556,-8.362,-6.409,15.137
-0.425,0.618,0.596,-15.076,-2.380,17.029
-0.429,0.578,0.633,-19.226,1.770,15.503
-0.439,0.542,0.662,-20.081,8.484,11.230
-0.456,0.505,0.686,-18.921,17.334,5.859
-0.462,0.475,0.705,-15.625,26.306,-0.183
-0.473,0.454,0.722,-10.620,33.691,-6.226
-0.500,0.433,0.724,-4.700,39.185,-12.024
-0.520,0.416,0.707,1.160,42.480,-16.113
-0.523,0.409,0.679,5.920,42.908,-17.456
-0.513,0.408,0.653,9.216,41.626,-15.808
-0.509,0.411,0.619,10.010,39.856,-14.160
-0.505,0.422,0.588,8.972,38.757,-13.184
-0.500,0.440,0.561,6.592,38.696,-12.512
-0.486,0.455,0.541,2.991,39.490,-11.780
-0.484,0.460,0.526,-1.404,39.978,-12.329
-0.488,0.475,0.524,-5.493,38.818,-13.428
-0.483,0.504,0.534,-7.507,35.889,-13.550
-0.487,0.522,0.549,-7.812,31.921,-13.306
-0.500,0.540,0.572,-6.897,27.954,-13.977
-0.518,0.549,0.592,-4.578,26.184,-15.442
-0.519,0.567,0.602,-1.404,26.978,-16.174
-0.525,0.563,0.607,3.845,28.137,-19.287
-0.526,0.570,0.611,4.395,28.809,-20.935
-0.538,0.581,0.630,5.554,29.053,-19.043
-0.540,0.594,0.646,7.385,29.236,-17.517
-0.531,0.594,0.661,9.583,29.541,-15.564
-0.522,0.583,0.669,12.146,29.785,-12.451
-0.505,0.576,0.672,13.916,29.175,-9.888
-0.497,0.572,0.674,14.404,27.527,-9.155
-0.495,0.561,0.667,13.672,25.818,-9.827
-0.501,0.530,0.677,12.024,24.719,-10.559
-0.504,0.520,0.684,10.376,25.146,-11.292
-0.511,0.524,0.691,10.132,26.306,-11.963
-0.512,0.528,0.687,10.803,27.527,-11.780
-0.505,0.533,0.679,10.742,27.649,-9.705
-0.514,0.533,0.675,10.315,26.978,-7.141
-0.530,0.538,0.686,11.658,25.452,-6.409
-0.546,0.535,0.689,13.977,24.231,-6.470
-0.542,0.509,0.682,16.174,23.865,-4.517
-0.524,0.479,0.673,17.822,23.499,-2.075
-0.495,0.470,0.663,18.982,22.217,-0.671
-0.469,0.462,0.660,19.348,21.606,0.366
-0.463,0.451,0.658,18.677,22.034,-0.061
-0.455,0.448,0.662,16.785,22.705,-1.709
-0.449,0.447,0.668,15.564,24.597,-3.601
-0.442,0.454,0.671,14.343,27.954,-4.822
-0.444,0.458,0.680,12.329,31.921,-5.432
-0.449,0.459,0.703,10.193,35.217,-4.944
-0.427,0.462,0.726,8.423,36.377,-3.418
-0.420,0.467,0.754,6.775,35.156,-2.258
-0.423,0.471,0.777,6.226,32.959,-2.136
-0.436,0.475,0.804,6.531,30.945,-2.258
-0.428,0.476,0.814,8.911,30.273,-2.014
-0.417,0.479,0.819,12.268,30.823,-1.953
-0.411,0.487,0.814,14.526,31.799,-3.174
-0.413,0.481,0.805,16.418,32.959,-4.883
-0.409,0.484,0.809,18.005,34.546,-6.348
-0.404,0.480,0.810,20.203,36.377,-7.263
-0.382,0.490,0.806,21.667,38.391,-7.324
-0.387,0.491,0.818,21.729,38.391,-7.324
-0.378,0.479,0.829,20.691,37.170,-6.775
-0.360,0.472,0.839,20.203,36.011,-4.456
-0.358,0.465,0.852,20.325,34.424,-1.709
-0.348,0.442,0.851,19.836,33.142,0.793
-0.321,0.426,0.839,17.395,32.837,3.235
-0.300,0.437,0.829,14.465,32.349,4.822
-0.285,0.446,0.831,11.658,31.616,4.395
-0.280,0.444,0.841,8.850,32.043,2.319
-0.269,0.444,0.852,7.690,33.447,0.183
-0.264,0.456,0.868,8.057,35.400,-1.343
-0.259,0.449,0.872,9.399,38.025,-2.686
-0.260,0.438,0.871,10.986,40.527,-4.089
-0.264,0.434,0.876,12.634,41.687,-5.676
-0.260,0.426,0.875,13.916,40.955,-6.165
-0.260,0.418,0.873,14.893,39.124,-5.676
-0.258,0.419,0.874,16.296,36.865,-5.310
-0.254,0.433,0.875,17.944,35.034,-5.432
-0.253,0.438,0.880,19.714,34.241,-5.310
-0.232,0.443,0.879,21.606,34.668,-5.554
-0.213,0.445,0.881,22.095,35.217,-6.165
-0.217,0.436,0.885,21.851,34.973,-8.179
-0.214,0.418,0.880,20.935,34.363,-10.193
-0.202,0.405,0.874,20.325,34.363,-10.559
-0.188,0.402,0.866,19.958,34.363,-9.888
-0.175,0.391,0.858,18.738,32.959,-9.216
-0.163,0.377,0.864,16.479,30.396,-8.850
-0.134,0.383,0.879,14.404,27.771,-8.301
-0.128,0.382,0.893,13.733,25.879,-8.911
-0.127,0.385,0.898,14.954,24.719,-10.254
-0.123,0.381,0.914,17.517,24.231,-12.207

-0.170,-0.993,1.500,-52.979,3.235,13.855
-0.125,-1.083,1.477,-51.575,-4.944,12.024
-0.053,-1.086,1.397,-41.931,-8.362,9.399
-0.001,-1.030,1.249,-26.611,-5.615,6.287
0.036,-0.938,1.031,-11.292,0.549,0.732
0.100,-0.835,0.804,-5.676,8.118,-7.751
0.142,-0.724,0.602,-12.085,16.846,-17.151
0.180,-0.549,0.399,-25.452,26.794,-23.071
0.269,-0.352,0.315,-40.955,31.067,-26.306
0.354,-0.136,0.289,-53.162,25.757,-32.593
0.366,0.185,0.251,-55.420,13.916,-41.809
0.353,0.539,0.220,-53.894,1.770,-53.040
0.345,0.796,0.250,-53.833,-6.836,-65.552
0.366,0.987,0.251,-52.063,-7.751,-76.904
0.375,1.235,0.229,-46.875,-2.136,-83.923
0.387,1.494,0.238,-37.415,2.625,-88.867
0.402,1.664,0.221,-32.410,5.554,-88.867
0.376,1.781,0.253,-34.668,3.601,-82.947
0.355,1.862,0.286,-34.363,-3.540,-78.003
0.293,1.982,0.351,-35.095,-12.451,-73.181
0.168,1.979,0.383,-31.433,-21.790,-71.960
0.131,1.945,0.468,-31.372,-19.653,-72.937
0.056,1.879,0.531,-25.818,-22.522,-60.120
-0.019,1.824,0.584,-14.221,-33.081,-41.260
-0.020,1.729,0.616,-1.221,-42.114,-23.071
0.020,1.607,0.621,11.292,-49.927,-5.798
0.046,1.490,0.617,19.104,-57.312,9.155
0.093,1.372,0.622,21.667,-61.707,20.081
0.165,1.248,0.597,20.752,-60.608,28.198
0.225,1.147,0.585,17.212,-54.688,33.752
0.272,1.062,0.575,13.428,-44.434,35.889
0.308,0.983,0.576,10.620,-29.846,35.583
0.330,0.911,0.585,8.118,-12.329,33.386
0.342,0.826,0.606,5.188,4.395,29.053
0.340,0.749,0.642,-0.305,15.747,25.391
0.308,0.658,0.705,-3.296,18.433,22.278
0.291,0.604,0.745,-5.798,19.836,17.700
0.289,0.573,0.798,-5.005,22.339,14.648
0.276,0.543,0.831,-3.052,22.766,10.803
0.250,0.518,0.870,-1.465,22.522,5.493
0.218,0.494,0.902,1.770,23.437,0.793
0.189,0.478,0.920,7.141,24.902,-2.441
0.158,0.456,0.930,14.099,26.428,-4.700
0.134,0.419,0.920,21.301,27.954,-5.188
0.095,0.369,0.901,25.452,26.978,-3.296
0.066,0.322,0.880,27.100,25.024,-1.038
0.055,0.306,0.838,26.123,23.315,3.235
0.048,0.301,0.800,22.583,21.423,8.728
0.055,0.292,0.761,16.785,19.287,14.648
0.054,0.278,0.745,8.484,16.846,21.301
0.056,0.265,0.740,-1.587,13.611,27.588
0.077,0.261,0.744,-11.230,7.507,34.241
0.080,0.264,0.768,-18.250,-3.113,39.368
0.076,0.269,0.799,-20.752,-13.794,42.114
0.079,0.271,0.832,-19.287,-21.118,41.992
0.071,0.287,0.849,-14.099,-24.231,39.368
0.051,0.291,0.881,-5.798,-23.193,34.180
0.057,0.289,0.877,3.235,-17.883,27.405
0.050,0.287,0.868,11.536,-10.559,19.958
0.051,0.288,0.864,19.531,-4.333,13.916
0.061,0.299,0.866,25.940,-0.732,10.193
0.054,0.319,0.878,29.419,0.977,7.507
0.038,0.327,0.900,29.419,1.892,5.249
0.032,0.321,0.903,25.391,3.601,4.028
0.023,0.290,0.922,20.752,4.883,4.333
0.004,0.280,0.930,17.273,4.883,6.042
-0.006,0.271,0.953,15.198,3.113,8.362
0.000,0.283,0.950,14.465,0.366,11.353
0.011,0.282,0.988,15.381,-3.235,14.709
0.010,0.283,0.987,14.648,-7.385,17.151
0.007,0.292,0.985,14.343,-11.108,18.860
0.000,0.287,0.977,14.282,-12.939,20.386
-0.007,0.276,0.974,15.015,-12.695,20.874
-0.012,0.273,0.976,16.968,-11.230,20.508
-0.022,0.264,0.984,20.630,-9.583,20.081
-0.017,0.239,0.966,21.118,-5.371,18.616
-0.016,0.232,0.941,20.325,-0.488,16.785
-0.026,0.234,0.927,20.142,2.197,15.198
-0.028,0.226,0.919,19.348,3.723,13.855
-0.039,0.215,0.920,18.799,5.005,13.794
-0.037,0.220,0.934,18.860,5.981,15.381
-0.029,0.205,0.937,19.043,6.104,17.090
-0.016,0.190,0.938,19.043,4.395,18.311
-0.006,0.180,0.941,18.494,1.343,19.165
0.010,0.175,0.950,17.517,-1.404,19.348
0.028,0.176,0.948,16.785,-3.174,18.494
0.032,0.190,0.951,16.235,-4.150,16.479
0.025,0.207,0.953,16.174,-3.174,13.123
0.005,0.204,0.940,16.724,-0.549,9.888
-0.014,0.218,0.941,15.198,2.869,7.812
0.005,0.226,0.959,16.113,6.531,7.751
-0.005,0.222,0.956,18.921,6.897,7.996
0.003,0.234,0.977,20.569,8.179,5.676
0.006,0.230,0.979,21.423,7.446,4.517
0.014,0.240,0.989,21.790,6.042,4.150
0.019,0.240,1.002,20.020,4.211,3.662
0.011,0.223,1.017,17.700,2.747,4.578
0.001,0.219,1.021,15.442,1.831,6.714
0.006,0.214,1.029,14.465,1.892,9.277
0.007,0.215,1.015,13.306,1.709,12.024
0.015,0.221,1.001,12.390,0.854,13.855
0.023,0.222,0.983,11.292,-0.610,14.709
0.021,0.219,0.968,10.010,-2.014,13.916
0.017,0.225,0.963,8.484,-2.380,11.902
0.008,0.228,0.959,6.714,-1.160,9.277
0.007,0.218,0.949,5.310,0.854,7.751
-0.007,0.210,0.944,3.906,2.869,6.226
-0.018,0.210,0.947,0.366,5.371,4.456
-0.003,0.203,0.932,-4.272,6.775,4.395
0.005,0.183,0.960,-11.658,7.080,4.883
-0.002,0.193,0.910,-21.118,7.629,5.981
0.018,0.186,0.915,-25.818,5.249,8.789
0.022,0.207,0.900,-31.067,1.465,10.986
0.035,0.211,0.932,-34.363,-1.282,12.024
0.041,0.208,0.929,-34.485,-2.075,11.780
0.035,0.196,0.944,-32.043,-0.793,10.803
0.036,0.206,0.948,-28.809,1.465,10.193
0.041,0.216,0.956,-23.437,3.418,8.789
0.039,0.235,0.967,-16.724,5.371,7.202

-0.072,-1.116,1.571,-94.299,-36.804,21.606
-0.066,-1.153,1.555,-95.276,-38.635,21.362
-0.092,-1.092,1.491,-85.205,-37.170,17.822
-0.095,-1.026,1.359,-70.740,-33.325,7.141
-0.044,-0.956,1.170,-57.190,-26.978,-5.493
-0.037,-0.886,0.946,-48.645,-21.484,-11.719
-0.066,-0.724,0.678,-49.622,-21.667,-13.794
-0.000,-0.497,0.448,-49.866,-29.480,-19.348
0.015,-0.262,0.250,-50.354,-42.664,-23.560
0.067,0.010,0.069,-53.955,-52.917,-25.574
0.186,0.364,-0.075,-54.993,-56.458,-27.771
0.316,0.791,-0.192,-54.199,-54.321,-32.837
0.369,1.247,-0.264,-55.054,-43.640,-46.448
0.343,1.724,-0.259,-59.998,-24.658,-67.139
0.287,2.160,-0.209,-61.157,4.395,-90.210
0.216,2.466,-0.104,-57.861,42.114,-112.061
0.209,2.605,0.034,-52.856,74.890,-126.038
0.196,2.630,0.217,-44.861,89.294,-125.671
0.208,2.538,0.366,-31.677,87.463,-113.647
0.257,2.407,0.463,-17.334,75.378,-89.355
0.275,2.236,0.538,0.122,51.880,-56.152
0.302,2.006,0.538,16.541,23.987,-23.499
0.345,1.773,0.483,27.344,-1.892,7.935
0.423,1.563,0.406,33.752,-22.644,38.269
0.492,1.368,0.329,32.471,-38.635,60.730
0.534,1.189,0.282,23.010,-47.974,74.524
0.540,1.053,0.258,9.827,-50.781,81.421
0.530,0.929,0.253,-3.418,-47.546,80.261
0.496,0.820,0.290,-13.489,-41.260,72.083
0.449,0.737,0.353,-18.127,-32.715,59.692
0.386,0.691,0.411,-18.433,-20.020,44.800
0.334,0.657,0.479,-16.602,-4.761,30.212
0.282,0.630,0.549,-12.451,9.460,17.090
0.255,0.617,0.623,-5.249,18.311,5.066
0.216,0.600,0.676,2.319,22.278,-3.296
0.194,0.589,0.725,9.583,22.949,-7.019
0.166,0.559,0.758,14.038,20.264,-8.423
0.140,0.517,0.798,15.564,17.029,-7.568
0.127,0.478,0.842,16.846,14.221,-4.333
0.110,0.448,0.877,15.991,12.024,0.916
0.086,0.423,0.892,14.404,10.010,8.057
0.086,0.393,0.898,13.245,7.996,14.954
0.089,0.379,0.907,12.268,5.066,21.057
0.083,0.358,0.916,11.658,1.953,26.367
0.073,0.330,0.912,10.986,-0.427,31.311
0.072,0.299,0.895,9.949,-2.319,36.560
0.077,0.275,0.880,6.287,-5.066,41.931
0.060,0.240,0.874,0.305,-8.301,46.753
0.047,0.208,0.865,-4.883,-11.902,50.171
0.051,0.203,0.859,-8.545,-14.587,53.528
0.060,0.206,0.856,-11.169,-16.113,54.626
0.068,0.213,0.854,-14.038,-16.235,52.429
0.078,0.231,0.868,-14.587,-14.526,48.157
0.079,0.267,0.880,-11.597,-10.376,42.664
0.085,0.317,0.893,-7.202,-5.859,37.476
0.093,0.343,0.908,-5.371,-1.770,31.860
0.065,0.347,0.939,-5.615,1.404,26.245
0.041,0.359,0.959,-3.906,4.028,22.339
0.051,0.368,1.003,-0.122,5.676,21.301
0.036,0.365,1.014,3.906,4.211,21.057
0.029,0.368,1.045,7.568,0.916,20.996
0.022,0.367,1.043,11.597,-1.892,20.752
-0.012,0.369,1.042,17.456,-7.019,18.555
0.036,0.433,1.073,21.851,-7.324,17.639
0.010,0.448,1.048,32.410,-13.184,16.235
0.014,0.451,1.000,39.429,-14.832,10.437
0.020,0.443,1.007,45.837,-16.724,8.179
-0.000,0.430,0.964,48.462,-19.592,5.554
-0.014,0.422,0.942,46.387,-19.409,4.333
-0.036,0.393,0.916,42.908,-18.433,6.897
-0.057,0.355,0.896,37.659,-18.066,11.475
-0.070,0.323,0.893,32.471,-18.433,16.357
-0.062,0.306,0.887,28.870,-18.738,21.484
-0.047,0.304,0.888,24.902,-19.531,25.024
-0.040,0.306,0.899,21.667,-21.118,26.245
-0.040,0.315,0.924,20.386,-21.729,24.658
-0.051,0.322,0.949,22.339,-19.836,22.522
-0.047,0.335,0.948,27.344,-15.930,20.325
-0.065,0.353,0.943,32.288,-12.756,17.212
-0.083,0.367,0.954,36.621,-10.071,13.916
-0.095,0.357,0.941,40.527,-6.836,12.817
-0.083,0.339,0.921,41.992,-5.981,12.817
-0.077,0.325,0.918,41.504,-7.568,12.878
-0.071,0.313,0.921,38.513,-9.583,13.489
-0.074,0.294,0.923,33.325,-11.292,13.000
-0.073,0.280,0.929,28.625,-12.390,12.329
-0.060,0.282,0.935,23.926,-12.024,12.878
-0.059,0.274,0.937,17.883,-10.315,12.817
-0.065,0.259,0.948,11.536,-7.446,10.986
-0.069,0.264,0.978,6.592,-4.089,8.484
-0.072,0.278,1.005,3.723,0.183,5.859
-0.069,0.291,1.019,3.357,5.005,4.089
-0.071,0.304,1.027,4.517,9.399,3.052
-0.062,0.310,1.014,5.432,11.780,2.197
-0.051,0.311,1.024,6.226,11.963,0.977
-0.057,0.316,1.015,7.874,10.254,0.427
-0.043,0.339,1.007,9.460,7.812,0.732
-0.033,0.348,1.002,10.071,4.517,1.465
-0.033,0.340,0.987,10.254,1.526,1.587
-0.048,0.327,0.995,11.108,-1.465,1.099
-0.064,0.325,0.979,10.071,-2.747,0.549
-0.068,0.310,0.952,9.888,-1.343,0.610
-0.085,0.295,0.979,12.573,-0.671,1.038
-0.092,0.292,0.951,12.939,0.671,0.732
-0.096,0.277,0.937,13.672,2.441,0.000
-0.091,0.270,0.918,14.465,3.967,-0.183
-0.082,0.275,0.902,14.465,4.700,0.549
-0.073,0.281,0.898,13.428,4.517,1.465
-0.071,0.280,0.893,11.902,4.578,2.380
-0.066,0.270,0.885,9.216,4.761,3.540
-0.070,0.250,0.876,6.958,4.272,4.883
-0.077,0.244,0.872,4.456,3.479,5.920
-0.079,0.245,0.885,1.892,2.808,7.263
-0.087,0.237,0.897,0.183,2.197,8.667
-0.080,0.234,0.900,0.549,2.197,10.071
-0.061,0.245,0.906,0.916,2.197,11.292
-0.050,0.254,0.900,-0.061,1.892,11.658
-0.042,0.250,0.896,-1.648,2.014,10.986
-0.041,0.246,0.897,-2.380,2.686,9.521

-0.316,-0.725,1.897,-152.039,-43.213,51.086
-0.319,-0.748,2.074,-161.377,-49.622,60.181
-0.285,-0.712,2.289,-152.100,-50.781,67.688
-0.287,-0.703,2.290,-131.897,-51.514,67.017
-0.343,-0.586,2.156,-110.352,-46.265,59.570
-0.399,-0.498,1.954,-82.397,-38.269,49.194
-0.382,-0.373,1.720,-53.772,-32.715,41.565
-0.384,-0.289,1.334,-29.663,-40.527,42.053
-0.380,-0.151,0.839,-13.245,-60.303,51.392
-0.332,0.010,0.409,-6.409,-82.581,58.289
-0.252,0.202,0.018,-14.893,-103.333,60.913
-0.212,0.450,-0.139,-42.603,-114.746,60.791
-0.147,0.780,-0.094,-69.702,-117.981,52.979
-0.208,1.140,0.007,-82.581,-111.084,31.616
-0.348,1.493,0.037,-76.599,-87.341,-0.366
-0.398,1.723,0.005,-54.932,-47.363,-27.832
-0.422,1.878,-0.070,-28.015,-7.935,-49.316
-0.459,1.981,-0.171,-6.409,15.625,-66.040
-0.547,2.029,-0.245,7.080,19.714,-74.402
-0.599,2.007,-0.279,13.062,12.634,-69.580
-0.567,1.981,-0.245,12.695,1.587,-51.453
-0.596,1.914,-0.163,6.592,-13.550,-32.776
-0.585,1.839,-0.079,-0.244,-22.644,-17.578
-0.529,1.747,0.009,-4.456,-25.879,-1.465
-0.437,1.642,0.107,-7.263,-26.428,14.343
-0.328,1.557,0.202,-6.042,-27.283,27.100
-0.213,1.448,0.253,-2.075,-26.245,34.546
-0.117,1.324,0.295,2.441,-21.851,37.842
-0.049,1.206,0.304,7.751,-13.489,37.903
-0.014,1.095,0.305,13.000,-4.333,35.034
0.031,0.974,0.306,15.991,4.822,31.860
0.097,0.866,0.339,15.564,14.954,29.846
0.145,0.812,0.399,13.611,23.560,26.062
0.150,0.780,0.484,11.047,30.029,16.663
0.135,0.734,0.558,9.033,36.072,3.052
0.107,0.676,0.635,11.536,43.091,-9.460
0.071,0.626,0.678,17.090,48.218,-18.433
0.038,0.590,0.714,23.376,49.438,-22.705
-0.001,0.564,0.731,28.320,46.997,-22.888
-0.034,0.541,0.746,31.372,43.335,-19.653
-0.050,0.509,0.743,31.921,40.527,-13.184
-0.058,0.498,0.735,28.870,37.903,-6.042
-0.076,0.498,0.726,25.818,34.790,-0.427
-0.099,0.501,0.720,20.813,32.654,3.235
-0.096,0.482,0.715,13.733,32.410,5.737
