aX,aY,aZ,gX,gY,gZ
-1.237,-1.039,0.753,86.487,-0.549,-23.865
-1.208,-1.040,0.737,83.557,9.766,-22.461
-1.173,-1.027,0.702,79.956,19.897,-22.034
-1.117,-1.045,0.684,73.914,28.931,-23.376
-1.083,-1.036,0.643,67.932,34.424,-25.452
-1.067,-1.026,0.590,60.730,38.086,-26.489
-1.060,-1.008,0.529,55.420,41.321,-25.757
-1.043,-1.000,0.485,52.917,44.373,-24.719
-1.024,-0.995,0.455,54.016,47.302,-23.621
-1.004,-1.000,0.430,57.739,50.171,-22.705
-0.976,-1.010,0.419,63.171,53.162,-21.790
-0.965,-1.047,0.427,70.251,55.603,-21.240
-0.959,-1.108,0.458,80.872,59.509,-21.423
-0.939,-1.161,0.479,90.332,65.918,-20.996
-0.948,-1.239,0.519,95.459,72.144,-22.034
-0.935,-1.300,0.565,93.384,79.163,-25.208
-0.907,-1.414,0.554,85.205,85.999,-32.166
-0.896,-1.483,0.564,69.092,91.675,-42.664
-0.845,-1.548,0.557,49.438,96.191,-45.776
-0.812,-1.608,0.530,38.696,103.394,-48.157
-0.724,-1.654,0.516,31.311,108.948,-47.729
-0.649,-1.722,0.492,25.513,111.328,-46.875
-0.580,-1.796,0.477,22.217,110.840,-45.715
-0.505,-1.863,0.457,19.226,110.291,-42.175
-0.415,-1.912,0.421,12.939,110.352,-34.851
-0.324,-1.932,0.374,2.014,109.375,-25.696
-0.239,-1.925,0.310,-10.559,107.178,-16.296
-0.150,-1.885,0.237,-26.123,105.957,-5.615
-0.054,-1.807,0.163,-41.870,106.628,6.287
0.044,-1.706,0.087,-56.213,109.558,19.592
0.153,-1.586,0.022,-67.322,109.192,32.654
0.242,-1.463,-0.028,-75.989,103.760,44.922
0.308,-1.336,-0.063,-82.947,96.741,57.556
0.343,-1.196,-0.077,-88.684,89.172,70.801
0.366,-1.045,-0.079,-92.468,80.444,81.604
0.378,-0.912,-0.079,-95.459,70.313,86.914
0.389,-0.795,-0.058,-95.398,58.777,88.989
0.383,-0.684,-0.067,-92.651,47.485,89.233
0.378,-0.598,-0.054,-87.585,36.621,88.867
0.366,-0.528,-0.030,-79.163,26.062,87.952
0.334,-0.477,-0.010,-69.946,16.113,86.731
0.297,-0.424,0.013,-61.707,7.385,86.060
0.272,-0.374,0.033,-56.641,0.977,85.571
0.225,-0.331,0.054,-53.772,-4.395,84.167
0.186,-0.291,0.045,-52.490,-9.216,81.848
0.156,-0.232,0.036,-53.467,-15.564,78.247
0.123,-0.177,0.037,-54.077,-24.048,72.632
0.099,-0.135,0.044,-53.711,-32.410,66.772
0.067,-0.105,0.049,-52.551,-39.917,62.622
0.026,-0.079,0.060,-49.377,-47.485,59.692
-0.007,-0.052,0.085,-42.847,-54.871,57.983
-0.052,-0.041,0.115,-34.119,-61.890,57.068
-0.109,-0.035,0.147,-25.024,-68.420,56.396
-0.173,-0.025,0.176,-16.602,-74.036,54.993
-0.230,-0.018,0.199,-9.338,-79.102,51.392
-0.294,-0.025,0.223,-3.296,-84.167,46.082
-0.356,-0.057,0.249,2.197,-88.562,39.612
-0.420,-0.089,0.275,6.226,-92.896,33.203
-0.502,-0.118,0.298,10.193,-96.985,27.710
-0.586,-0.146,0.319,15.137,-98.450,24.170
-0.660,-0.170,0.336,20.081,-97.290,22.034
-0.722,-0.187,0.350,24.048,-95.337,18.555
-0.781,-0.210,0.367,25.879,-94.238,12.817
-0.860,-0.232,0.393,26.855,-92.651,6.409
-0.899,-0.255,0.405,29.053,-89.722,0.916
-0.944,-0.285,0.427,32.593,-86.548,-4.089
-0.972,-0.326,0.448,36.926,-83.435,-8.179
-0.947,-0.341,0.511,41.199,-80.322,-10.376
-1.034,-0.351,0.552,47.546,-77.576,-13.306
-1.063,-0.395,0.495,58.533,-78.125,-18.555
-1.086,-0.373,0.555,62.805,-74.341,-22.095
-1.136,-0.399,0.564,69.336,-70.801,-24.353
-1.163,-0.427,0.577,75.256,-63.904,-26.672
-1.213,-0.485,0.603,80.933,-57.190,-27.100
-1.242,-0.550,0.633,87.036,-49.805,-28.198
-1.239,-0.636,0.668,91.003,-41.321,-30.762
-1.254,-0.734,0.719,91.492,-33.325,-36.011
-1.259,-0.818,0.759,89.233,-24.048,-41.748
-1.234,-0.876,0.772,84.045,-12.268,-46.570
-1.211,-0.939,0.773,76.904,-0.916,-51.697
-1.201,-1.014,0.775,71.411,8.667,-56.274
-1.180,-1.094,0.772,68.420,18.005,-58.167
-1.154,-1.165,0.763,66.101,26.367,-57.190
-1.144,-1.239,0.770,65.125,32.349,-54.810
-1.151,-1.308,0.788,65.979,37.231,-51.758
-1.142,-1.367,0.814,67.322,42.664,-47.180
-1.146,-1.435,0.828,67.749,48.889,-43.518
-1.108,-1.485,0.846,65.674,55.237,-41.809
-1.132,-1.557,0.865,62.256,62.195,-44.983
-1.079,-1.625,0.867,51.025,69.214,-47.913
-1.021,-1.695,0.825,39.551,78.247,-52.185
-0.943,-1.741,0.766,26.550,87.219,-55.725
-0.852,-1.755,0.698,11.719,94.055,-55.054
-0.768,-1.731,0.611,-1.587,101.379,-50.415
-0.675,-1.673,0.508,-12.146,109.314,-42.053
-0.576,-1.605,0.417,-19.775,115.784,-32.166
-0.474,-1.544,0.354,-23.804,118.286,-23.743
-0.383,-1.496,0.293,-24.963,117.249,-17.517
-0.309,-1.461,0.240,-24.658,113.770,-12.146
-0.232,-1.422,0.199,-25.757,108.948,-5.981
-0.172,-1.381,0.177,-28.381,103.882,-0.183
-0.102,-1.346,0.164,-33.325,99.548,5.005
-0.053,-1.302,0.146,-40.100,94.360,9.705
-0.008,-1.250,0.117,-46.753,89.111,14.160
0.047,-1.201,0.074,-53.101,86.426,19.409
0.099,-1.151,0.028,-58.899,83.618,24.963
0.142,-1.098,-0.017,-62.866,77.942,30.334
0.170,-1.048,-0.053,-63.660,71.777,35.156
0.202,-0.999,-0.100,-63.599,66.650,40.833
0.234,-0.934,-0.149,-64.697,62.073,46.753
0.257,-0.865,-0.188,-65.735,54.504,50.964
0.260,-0.804,-0.215,-65.186,44.617,53.406
0.270,-0.754,-0.225,-63.416,33.691,54.810
0.259,-0.705,-0.219,-60.669,22.705,56.641
0.237,-0.650,-0.198,-57.861,12.512,60.059
0.197,-0.580,-0.174,-54.321,4.578,64.941

-1.016,-0.337,0.709,56.213,-89.661,7.812
-1.137,-0.340,0.785,62.134,-83.740,4.272
-1.210,-0.409,0.730,71.960,-78.491,-8.179
-1.175,-0.430,0.759,65.002,-69.519,-18.066
-1.214,-0.477,0.721,57.495,-58.105,-28.442
-1.204,-0.508,0.682,48.401,-47.913,-34.607
-1.188,-0.553,0.662,44.800,-40.405,-37.842
-1.158,-0.602,0.653,44.128,-35.583,-38.391
-1.162,-0.630,0.650,45.776,-32.471,-36.255
-1.168,-0.632,0.647,50.049,-28.564,-32.166
-1.168,-0.628,0.639,54.565,-23.499,-28.198
-1.180,-0.646,0.638,58.777,-19.653,-26.672
-1.215,-0.681,0.649,64.758,-17.639,-26.978
-1.261,-0.732,0.680,73.303,-15.503,-25.635
-1.305,-0.797,0.724,83.069,-10.986,-22.949
-1.346,-0.860,0.782,89.417,-3.418,-21.362
-1.372,-0.923,0.832,90.271,7.141,-23.437
-1.363,-0.981,0.857,85.449,20.447,-28.381
-1.336,-1.036,0.865,77.026,33.936,-35.889
-1.298,-1.093,0.857,67.810,47.241,-44.800
-1.249,-1.156,0.831,58.228,60.486,-53.162
-1.216,-1.211,0.774,47.668,71.960,-59.631
-1.210,-1.254,0.709,39.307,80.994,-63.538
-1.131,-1.293,0.645,34.546,87.952,-64.331
-1.104,-1.320,0.602,32.471,95.337,-65.369
-1.027,-1.344,0.557,28.809,101.624,-59.143
-0.960,-1.383,0.503,28.931,108.459,-52.795
-0.909,-1.407,0.466,26.672,113.342,-47.729
-0.841,-1.428,0.441,21.118,116.150,-42.725
-0.810,-1.472,0.398,13.550,119.263,-38.757
-0.750,-1.502,0.364,6.348,120.361,-35.034
-0.697,-1.526,0.325,0.061,120.667,-32.349
-0.647,-1.543,0.293,-6.592,120.605,-28.137
-0.602,-1.566,0.264,-12.024,120.361,-23.499
-0.563,-1.589,0.246,-16.052,119.446,-18.799
-0.491,-1.579,0.236,-19.958,119.019,-14.709
-0.422,-1.577,0.226,-25.024,117.737,-10.559
-0.347,-1.574,0.218,-32.349,115.662,-4.761
-0.286,-1.560,0.204,-40.283,113.342,1.648
-0.240,-1.517,0.191,-48.889,111.145,9.888
-0.189,-1.456,0.171,-56.580,109.253,18.372
-0.141,-1.385,0.149,-64.270,107.483,25.452
-0.081,-1.312,0.118,-70.862,104.248,31.311
-0.030,-1.238,0.088,-75.012,100.098,35.156
0.020,-1.164,0.058,-77.637,95.337,39.551
0.067,-1.082,0.036,-78.613,89.905,44.006
0.115,-1.005,0.019,-77.637,83.252,47.729
0.159,-0.934,0.007,-75.684,75.134,49.805
0.196,-0.874,-0.006,-72.998,66.406,50.964
0.200,-0.816,-0.016,-70.557,57.251,52.246
0.216,-0.755,-0.022,-67.261,48.950,54.871
0.219,-0.697,-0.032,-63.416,42.053,58.899
0.238,-0.642,-0.046,-61.584,34.607,62.866
0.254,-0.603,-0.061,-63.477,24.719,66.101
0.248,-0.564,-0.068,-68.115,12.878,69.031
0.238,-0.519,-0.066,-72.693,2.136,72.571
0.221,-0.466,-0.066,-76.294,-6.470,76.355
0.200,-0.405,-0.064,-79.346,-14.404,79.529
0.164,-0.338,-0.051,-81.543,-22.156,81.299
0.113,-0.274,-0.039,-82.642,-28.931,81.848
0.088,-0.195,-0.015,-82.825,-34.424,80.750
0.067,-0.135,-0.017,-81.726,-38.818,76.660
0.049,-0.085,-0.009,-78.979,-45.410,71.899
0.035,-0.050,-0.001,-74.646,-53.894,68.787
0.002,-0.027,0.013,-67.810,-61.584,66.833
-0.040,-0.010,0.044,-59.265,-69.458,67.200
-0.099,0.006,0.085,-50.110,-76.660,69.519
-0.149,0.021,0.127,-42.175,-82.581,71.960
-0.217,0.031,0.156,-35.645,-88.196,72.876
-0.288,0.052,0.177,-30.823,-92.651,72.632
-0.368,0.074,0.189,-25.269,-96.741,71.045
-0.440,0.097,0.201,-17.517,-100.769,67.444
-0.506,0.096,0.221,-8.423,-105.286,62.012
-0.578,0.055,0.247,1.282,-108.948,56.396
-0.669,0.000,0.286,10.925,-111.389,53.345
-0.750,-0.043,0.339,20.935,-111.694,52.063
-0.816,-0.076,0.394,30.334,-110.291,50.293
-0.869,-0.109,0.437,37.476,-108.887,47.363
-0.910,-0.141,0.469,40.344,-107.971,43.335
-0.952,-0.176,0.488,41.138,-107.422,38.391
-0.997,-0.209,0.511,41.077,-106.995,32.898
-1.068,-0.242,0.530,41.138,-106.201,27.954
-1.125,-0.277,0.553,41.016,-103.577,24.109
-1.165,-0.300,0.586,41.504,-99.365,19.653
-1.193,-0.316,0.619,42.175,-94.177,13.611
-1.205,-0.328,0.639,42.664,-88.745,7.935
-1.208,-0.343,0.651,43.396,-83.984,2.441
-1.218,-0.367,0.670,45.349,-80.444,-2.991
-1.168,-0.383,0.724,49.683,-78.125,-6.592
-1.243,-0.395,0.778,57.251,-76.538,-10.071
-1.319,-0.468,0.720,77.515,-76.904,-19.043
-1.292,-0.484,0.749,81.787,-72.754,-18.311
-1.332,-0.533,0.746,88.074,-65.430,-17.517
-1.339,-0.566,0.767,88.745,-55.908,-14.221
-1.339,-0.599,0.783,87.891,-46.021,-12.024
-1.350,-0.629,0.801,85.876,-36.255,-13.855
-1.341,-0.656,0.808,82.581,-25.391,-17.517
-1.328,-0.678,0.817,79.102,-12.146,-22.278
-1.318,-0.705,0.822,76.965,0.244,-27.405
-1.305,-0.738,0.824,76.538,10.620,-31.860
-1.304,-0.772,0.825,77.637,19.348,-34.851
-1.306,-0.821,0.831,80.444,26.733,-35.950
-1.315,-0.869,0.833,84.595,34.546,-35.400
-1.307,-0.913,0.833,88.135,43.823,-33.630
-1.290,-0.952,0.823,88.684,53.711,-32.959
-1.279,-0.987,0.798,87.036,64.270,-35.278
-1.289,-1.052,0.783,82.520,73.730,-39.856
-1.268,-1.117,0.759,77.820,82.947,-43.884
-1.250,-1.183,0.749,71.228,91.553,-48.035
-1.207,-1.253,0.733,64.758,101.074,-52.246
-1.126,-1.313,0.718,58.411,111.084,-54.260
-1.020,-1.366,0.695,51.147,119.080,-54.932
-0.948,-1.404,0.659,42.786,123.779,-53.955
-0.872,-1.450,0.598,35.461,127.808,-48.889
-0.798,-1.468,0.527,28.564,131.409,-40.710
-0.687,-1.469,0.453,17.151,133.850,-28.015
-0.616,-1.464,0.369,7.385,134.216,-16.968
-0.548,-1.441,0.306,1.587,132.507,-6.348
-0.481,-1.411,0.254,-0.793,132.080,3.296

-1.131,-0.370,0.593,66.895,-86.731,0.000
-1.133,-0.397,0.618,64.758,-83.008,-4.211
-1.146,-0.412,0.647,61.523,-78.247,-7.446
-1.085,-0.405,0.622,58.044,-71.899,-8.606
-1.179,-0.417,0.697,59.570,-65.735,-11.902
-1.223,-0.416,0.705,70.984,-57.556,-19.592
-1.239,-0.418,0.672,66.956,-47.302,-20.142
-1.247,-0.442,0.647,68.054,-38.330,-24.109
-1.229,-0.484,0.628,68.359,-32.532,-28.015
-1.232,-0.558,0.620,71.472,-30.334,-31.189
-1.254,-0.642,0.626,79.590,-29.358,-30.823
-1.276,-0.722,0.645,91.003,-27.039,-25.879
-1.299,-0.786,0.682,102.173,-22.400,-18.982
-1.348,-0.840,0.728,110.291,-16.174,-14.038
-1.371,-0.884,0.775,113.098,-7.385,-13.489
-1.384,-0.919,0.813,109.741,3.418,-18.860
-1.369,-0.965,0.840,101.135,15.137,-28.381
-1.365,-1.014,0.854,90.454,27.100,-38.818
-1.344,-1.073,0.858,82.153,40.955,-48.157
-1.302,-1.133,0.839,73.486,55.542,-55.481
-1.281,-1.177,0.811,64.575,67.017,-61.768
-1.266,-1.216,0.764,58.289,74.829,-66.589
-1.229,-1.229,0.731,55.481,82.153,-67.749
-1.189,-1.259,0.679,54.504,90.271,-68.237
-1.155,-1.300,0.641,54.443,96.924,-67.505
-1.101,-1.335,0.632,53.406,103.088,-65.308
-1.079,-1.406,0.590,53.833,109.558,-64.392
-0.998,-1.463,0.569,47.241,116.150,-62.012
-0.928,-1.522,0.534,36.926,122.742,-58.899
-0.861,-1.577,0.489,25.513,127.380,-57.922
-0.791,-1.600,0.444,14.771,131.409,-56.335
-0.709,-1.622,0.390,5.310,135.681,-54.199
-0.621,-1.652,0.326,-4.272,138.550,-50.659
-0.538,-1.668,0.281,-13.550,138.550,-45.776
-0.451,-1.671,0.261,-19.531,135.742,-39.063
-0.363,-1.663,0.242,-25.085,133.179,-28.442
-0.270,-1.637,0.225,-31.189,130.310,-15.320
-0.206,-1.603,0.206,-37.781,125.549,-2.502
-0.134,-1.563,0.201,-43.091,118.958,10.315
-0.086,-1.503,0.199,-47.241,111.938,22.034
-0.048,-1.441,0.189,-50.781,106.445,32.471
-0.011,-1.367,0.177,-55.359,101.624,41.382
0.033,-1.284,0.152,-60.242,96.741,47.791
0.073,-1.188,0.119,-65.308,91.675,51.575
0.096,-1.085,0.079,-70.190,86.121,54.626
0.118,-0.980,0.039,-74.646,80.872,57.556
0.143,-0.880,0.001,-78.796,76.233,59.631
0.169,-0.793,-0.049,-82.703,70.740,60.486
0.179,-0.724,-0.091,-86.182,63.721,60.974
0.190,-0.662,-0.118,-88.440,56.824,62.866
0.218,-0.606,-0.161,-90.515,50.659,66.223
0.235,-0.549,-0.199,-91.675,41.931,69.336
0.243,-0.490,-0.224,-91.797,30.457,72.571
0.236,-0.436,-0.239,-89.844,18.982,76.904
0.228,-0.381,-0.251,-85.999,7.690,82.520
0.210,-0.318,-0.247,-81.299,-4.700,88.745
0.188,-0.259,-0.245,-75.439,-15.503,95.093
0.149,-0.197,-0.235,-68.665,-26.794,101.440
0.086,-0.131,-0.201,-60.364,-38.879,106.934
0.020,-0.078,-0.171,-53.711,-49.561,111.206
-0.053,-0.020,-0.146,-51.147,-59.082,111.572
-0.112,0.043,-0.117,-50.781,-68.054,105.896
-0.169,0.100,-0.085,-50.171,-75.500,95.093
-0.238,0.143,-0.052,-47.363,-81.299,84.229
-0.291,0.171,-0.037,-43.152,-85.815,74.585
-0.313,0.204,-0.024,-38.513,-91.431,66.162
-0.361,0.208,-0.019,-35.461,-98.816,56.763
-0.440,0.201,-0.001,-30.334,-110.413,49.316
-0.525,0.195,0.026,-20.996,-121.582,45.654
-0.624,0.192,0.045,-9.216,-130.676,46.875
-0.741,0.175,0.084,4.150,-139.709,49.561
-0.890,0.138,0.158,20.264,-148.254,52.368
-1.042,0.101,0.267,38.818,-154.724,55.847
-1.173,0.067,0.385,57.678,-156.738,59.143
-1.267,0.049,0.494,71.655,-155.823,59.143
-1.358,0.015,0.582,78.979,-152.649,51.941
-1.422,-0.010,0.686,79.285,-147.644,38.574
-1.481,-0.042,0.782,76.599,-140.137,22.400
-1.500,-0.048,0.842,68.481,-129.517,6.775
-1.559,-0.057,0.854,57.678,-116.577,-7.996
-1.609,-0.090,0.876,51.086,-104.126,-22.095
-1.630,-0.127,0.914,51.025,-91.125,-34.851
-1.547,-0.146,0.929,53.955,-78.125,-43.701
-1.642,-0.133,1.040,62.683,-67.566,-54.626
-1.724,-0.211,0.987,90.576,-59.753,-73.425
-1.706,-0.253,1.004,94.421,-48.096,-81.238
-1.772,-0.361,0.973,100.830,-37.109,-85.815
-1.824,-0.485,0.958,106.873,-27.161,-86.121
-1.848,-0.610,0.969,114.563,-18.372,-83.313
-1.890,-0.755,0.994,124.207,-7.446,-79.895
-1.943,-0.899,1.024,129.822,6.653,-77.087
-1.974,-1.052,1.037,129.211,25.452,-78.430
-1.966,-1.188,1.041,119.324,45.898,-83.740
-1.951,-1.318,1.028,101.379,64.636,-91.309
-1.921,-1.447,1.000,82.458,81.604,-97.229
-1.846,-1.558,0.992,62.744,96.008,-98.450
-1.756,-1.620,1.009,47.058,107.788,-96.558
-1.648,-1.660,1.020,39.001,119.995,-91.919
-1.516,-1.709,0.997,34.058,134.644,-84.717
-1.371,-1.787,0.930,28.992,149.231,-76.843
-1.227,-1.866,0.852,21.912,160.278,-70.862
-1.065,-1.915,0.774,13.611,169.312,-64.758
-0.910,-1.959,0.661,4.028,178.406,-55.969
-0.710,-1.968,0.533,-6.042,185.364,-43.823
-0.497,-1.964,0.404,-16.052,189.514,-31.372
-0.284,-1.948,0.244,-26.855,190.674,-17.090
-0.104,-1.940,0.058,-35.950,189.087,0.671
0.092,-1.899,-0.122,-40.466,183.350,21.362
0.270,-1.845,-0.278,-42.603,174.622,41.687
0.416,-1.771,-0.412,-46.997,163.635,59.937
0.543,-1.672,-0.535,-55.054,152.161,73.730
0.658,-1.531,-0.652,-67.932,141.724,83.130
0.786,-1.356,-0.758,-81.543,131.104,90.576
0.878,-1.159,-0.859,-93.384,117.859,97.839
0.937,-0.923,-0.971,-101.501,101.013,107.483
0.972,-0.680,-1.052,-104.858,79.285,118.958
0.964,-0.449,-1.058,-101.074,52.551,130.432
0.899,-0.251,-1.024,-91.064,24.597,139.771
0.802,-0.077,-0.950,-77.942,-5.066,148.376

-1.511,0.746,0.103,33.569,-177.612,-0.305
-1.785,0.627,0.240,68.665,-185.059,-5.920
-2.017,0.471,0.426,100.586,-187.195,-12.268
-2.206,0.305,0.594,120.117,-178.833,-21.057
-2.378,0.138,0.723,125.793,-165.649,-35.400
-2.530,-0.045,0.843,122.437,-149.597,-54.321
-2.642,-0.229,0.972,118.225,-129.822,-71.472
-2.638,-0.420,1.048,112.732,-103.821,-82.458
-2.606,-0.624,1.095,103.821,-78.735,-90.759
-2.589,-0.789,1.133,95.032,-57.983,-96.130
-2.403,-0.915,1.133,91.187,-34.058,-94.543
-2.374,-0.969,1.325,94.604,-9.155,-93.262
-2.367,-1.149,1.242,122.498,10.742,-96.863
-2.237,-1.262,1.339,120.972,30.334,-96.436
-2.159,-1.465,1.365,120.483,49.622,-94.421
-2.027,-1.652,1.388,108.276,70.740,-89.355
-1.892,-1.824,1.369,88.928,89.355,-80.383
-1.708,-1.966,1.320,67.566,109.009,-73.547
-1.518,-2.061,1.270,40.710,126.648,-68.481
-1.302,-2.082,1.144,14.648,141.724,-66.101
-1.050,-2.057,0.997,-9.705,155.823,-66.101
-0.807,-2.031,0.810,-33.569,167.236,-65.674
-0.521,-1.984,0.622,-54.077,173.401,-61.401
-0.238,-1.941,0.440,-66.284,175.659,-53.406
0.043,-1.892,0.268,-70.984,174.683,-37.476
0.288,-1.833,0.145,-67.322,168.823,-12.695
0.427,-1.738,0.048,-58.350,161.133,18.860
0.516,-1.580,-0.024,-47.668,151.306,52.551
0.566,-1.368,-0.075,-43.457,138.794,79.651
0.597,-1.127,-0.146,-46.448,125.854,96.008
0.625,-0.931,-0.221,-53.833,113.586,101.440
0.652,-0.745,-0.268,-64.453,101.074,98.694
0.686,-0.571,-0.383,-76.477,87.402,91.614
0.706,-0.420,-0.501,-87.158,70.618,83.069
0.718,-0.303,-0.595,-92.407,52.185,76.721
0.714,-0.216,-0.664,-90.332,32.898,76.111
0.680,-0.150,-0.689,-82.703,11.963,81.177
0.604,-0.097,-0.679,-71.838,-8.850,89.172
0.515,-0.041,-0.659,-60.303,-27.771,97.900
0.397,0.027,-0.625,-50.598,-46.387,104.126
0.233,0.138,-0.577,-43.335,-63.660,107.239
0.083,0.262,-0.529,-38.025,-77.209,107.483
-0.059,0.385,-0.499,-36.865,-87.891,100.220
-0.198,0.505,-0.470,-39.856,-98.755,83.313
-0.352,0.603,-0.429,-41.870,-110.413,59.387
-0.525,0.662,-0.409,-39.307,-122.009,35.889
-0.734,0.649,-0.374,-30.945,-133.911,16.846
-0.972,0.585,-0.292,-13.000,-146.851,3.540
-1.214,0.496,-0.180,12.573,-157.898,-1.099
-1.438,0.377,-0.056,41.382,-168.091,0.488
-1.648,0.256,0.099,67.810,-176.025,2.441
-1.856,0.150,0.291,86.365,-178.772,1.526
-2.025,0.055,0.460,95.520,-174.194,-2.319
-2.165,-0.020,0.618,94.421,-165.649,-11.841
-2.347,-0.126,0.772,86.609,-155.396,-28.076
-2.485,-0.263,0.915,79.956,-140.381,-44.556
-2.553,-0.416,1.062,79.163,-123.047,-56.946
-2.570,-0.561,1.194,81.665,-105.225,-63.171
-2.563,-0.703,1.329,84.351,-86.243,-65.125
-2.497,-0.831,1.504,87.036,-63.843,-62.988
-2.436,-0.897,1.685,90.576,-37.720,-59.143
-2.394,-1.063,1.657,115.417,-13.611,-66.284
-2.350,-1.210,1.713,127.808,15.991,-73.975
-2.213,-1.326,1.753,106.506,41.016,-71.533
-2.123,-1.438,1.674,92.346,68.298,-69.397
-1.934,-1.453,1.600,64.270,97.290,-62.439
-1.717,-1.448,1.496,41.870,122.009,-57.800
-1.504,-1.463,1.376,20.630,142.151,-61.035
-1.302,-1.497,1.239,0.854,156.799,-68.481
-1.060,-1.544,1.078,-18.066,168.945,-75.378
-0.829,-1.594,0.926,-35.339,178.345,-80.261
-0.577,-1.626,0.765,-47.180,184.326,-80.750
-0.316,-1.637,0.594,-51.880,187.988,-74.158
-0.074,-1.639,0.391,-52.795,190.063,-59.570
0.163,-1.670,0.167,-48.889,187.683,-40.283
0.328,-1.701,-0.013,-42.053,179.077,-19.348
0.450,-1.682,-0.153,-35.034,166.321,4.578
0.548,-1.601,-0.242,-33.997,151.794,30.823
0.622,-1.472,-0.326,-40.466,136.658,54.749
0.663,-1.311,-0.416,-52.124,120.850,72.205
0.695,-1.144,-0.500,-64.209,105.713,83.496
0.736,-0.951,-0.599,-74.585,90.454,92.957
0.755,-0.759,-0.685,-82.764,72.632,100.891
0.744,-0.572,-0.761,-87.036,50.537,108.887
0.709,-0.389,-0.803,-87.036,26.855,117.920
0.631,-0.196,-0.801,-81.299,5.432,127.869
0.572,-0.028,-0.791,-70.557,-14.160,138.367
0.478,0.122,-0.744,-59.204,-37.781,145.508
0.304,0.247,-0.672,-46.509,-64.575,148.682
0.084,0.385,-0.579,-35.461,-87.280,149.353
-0.079,0.551,-0.499,-27.649,-102.356,142.517
-0.299,0.687,-0.441,-26.245,-112.244,122.986
-0.483,0.819,-0.369,-26.794,-121.826,95.459
-0.668,0.888,-0.290,-23.865,-130.859,63.721
-0.871,0.895,-0.205,-16.541,-140.259,34.241
-1.116,0.858,-0.093,-1.892,-149.780,11.292
-1.348,0.790,0.024,20.630,-156.372,-2.380
-1.553,0.691,0.137,45.044,-161.865,-9.705
-1.783,0.555,0.267,66.284,-168.335,-17.822
-2.036,0.414,0.450,83.374,-172.180,-26.611
-2.230,0.284,0.656,96.436,-165.466,-34.241
-2.393,0.149,0.841,102.356,-151.245,-43.335
-2.562,-0.014,1.007,100.891,-135.437,-55.786
-2.693,-0.172,1.156,95.337,-117.065,-69.092
-2.732,-0.331,1.278,88.135,-93.689,-80.688
-2.709,-0.488,1.356,80.566,-68.481,-90.576
-2.645,-0.634,1.403,74.585,-44.983,-96.130
-2.565,-0.768,1.435,74.585,-22.766,-95.825
-2.451,-0.897,1.423,81.482,-0.977,-89.539
-2.361,-0.985,1.597,98.389,17.822,-84.656
-2.373,-1.178,1.585,138.550,41.077,-86.609
-2.216,-1.368,1.530,133.606,67.932,-82.336
-2.065,-1.509,1.511,106.628,92.957,-77.637
-1.854,-1.596,1.407,72.693,117.432,-73.547
-1.613,-1.624,1.271,40.894,139.954,-72.815
-1.369,-1.641,1.123,14.709,156.921,-77.209
-1.152,-1.679,0.965,-10.315,167.847,-83.496
-0.885,-1.718,0.781,-30.396,173.645,-85.632
-0.612,-1.775,0.603,-42.664,175.049,-82.581

-0.091,-1.850,0.277,-45.410,164.429,-50.415
0.101,-1.836,0.118,-43.396,158.630,-19.165
0.249,-1.756,-0.022,-41.260,153.076,16.418
0.332,-1.627,-0.155,-40.710,145.081,48.279
0.387,-1.456,-0.264,-43.945,133.789,72.266
0.429,-1.271,-0.344,-52.124,121.765,85.083
0.486,-1.119,-0.401,-63.232,110.413,88.684
0.561,-0.978,-0.440,-76.050,98.877,87.097
0.630,-0.826,-0.514,-89.600,85.388,86.243
0.663,-0.663,-0.573,-100.708,70.923,89.172
0.673,-0.513,-0.606,-103.394,54.260,96.619
0.648,-0.396,-0.609,-100.342,34.058,107.422
0.535,-0.277,-0.548,-93.445,10.742,120.605
0.435,-0.155,-0.478,-83.862,-9.888,134.033
0.305,-0.010,-0.410,-76.904,-27.954,142.761
0.160,0.135,-0.347,-72.266,-43.091,144.470
0.017,0.293,-0.309,-70.190,-55.115,137.695
-0.066,0.454,-0.273,-68.176,-66.406,122.314
-0.174,0.539,-0.217,-64.697,-78.247,99.365
-0.292,0.581,-0.161,-58.533,-88.684,76.965
-0.400,0.589,-0.104,-49.255,-95.886,60.059
-0.530,0.601,-0.061,-38.208,-102.173,48.218
-0.673,0.605,-0.011,-24.597,-111.877,40.283
-0.845,0.587,0.051,-8.850,-124.084,34.424
-1.063,0.553,0.141,8.179,-135.803,31.128
-1.271,0.509,0.262,27.893,-142.273,31.006
-1.450,0.451,0.392,45.410,-142.029,31.311
-1.650,0.370,0.507,56.702,-140.747,26.794
-1.869,0.278,0.606,61.218,-139.099,17.334
-2.057,0.158,0.696,61.157,-133.301,4.822
-2.205,0.018,0.791,58.899,-123.352,-7.874
-2.318,-0.124,0.904,56.213,-111.633,-20.325
-2.416,-0.249,1.044,55.725,-99.731,-30.090
-2.502,-0.374,1.206,58.350,-86.609,-35.217
-2.565,-0.496,1.381,62.805,-70.862,-35.278
-2.594,-0.616,1.560,67.993,-51.208,-33.630
-2.589,-0.714,1.697,70.313,-27.832,-33.142
-2.524,-0.767,1.783,67.688,-2.747,-37.842
