aX,aY,aZ,gX,gY,gZ
0.337,-0.249,-0.250,-93.567,-14.954,71.411
0.291,-0.165,-0.261,-91.309,-20.874,63.232
0.270,-0.087,-0.270,-87.463,-26.794,55.115
0.248,-0.022,-0.264,-83.008,-34.119,46.448
0.216,0.024,-0.254,-77.698,-43.396,37.476
0.173,0.047,-0.249,-72.388,-53.711,29.541
0.121,0.063,-0.226,-64.819,-64.331,23.682
0.061,0.060,-0.172,-54.565,-74.707,20.996
0.003,0.044,-0.113,-43.030,-83.435,22.339
-0.078,0.026,-0.060,-31.738,-90.881,26.550
-0.167,0.017,-0.010,-20.508,-97.595,32.349
-0.251,0.016,0.041,-9.155,-103.027,39.001
-0.329,0.017,0.110,2.075,-106.628,44.678
-0.388,0.016,0.161,11.353,-107.544,48.767
-0.425,0.028,0.206,18.250,-107.910,49.377
-0.442,0.037,0.261,22.766,-108.521,45.715
-0.466,0.038,0.295,23.254,-108.765,39.612
-0.528,0.034,0.296,20.691,-107.605,32.776
-0.588,0.029,0.254,19.592,-105.225,26.672
-0.653,0.015,0.197,21.545,-102.966,20.813
-0.685,-0.007,0.150,27.039,-101.135,14.465
-0.695,-0.036,0.129,34.912,-102.173,7.080
-0.710,-0.109,0.132,45.166,-106.750,1.648
-0.710,-0.172,0.171,56.519,-111.694,-0.061
-0.753,-0.205,0.220,71.167,-116.028,2.014
-0.778,-0.262,0.260,90.088,-118.103,8.301
-0.861,-0.322,0.309,109.192,-120.911,15.686
-0.965,-0.412,0.390,126.099,-123.291,22.095
-1.060,-0.493,0.481,137.573,-121.033,26.306
-1.164,-0.572,0.566,144.104,-116.516,24.780
-1.200,-0.687,0.674,143.799,-109.558,18.738
-1.338,-0.765,0.811,140.015,-99.426,8.850
-1.545,-0.949,0.720,156.738,-85.632,-15.625
-1.487,-1.005,0.838,146.973,-64.514,-24.475
-1.535,-1.124,0.798,136.108,-42.419,-32.349
-1.501,-1.182,0.783,119.263,-23.071,-38.025
-1.486,-1.234,0.748,104.858,-7.080,-38.025
-1.462,-1.280,0.687,95.947,6.531,-36.377
-1.439,-1.328,0.683,93.628,16.357,-33.508
-1.417,-1.391,0.704,94.177,24.475,-30.945
-1.422,-1.475,0.714,93.933,35.706,-27.893
-1.392,-1.517,0.700,89.783,50.171,-23.743
-1.339,-1.560,0.656,80.994,65.002,-21.606
-1.276,-1.587,0.619,67.505,77.332,-21.423
-1.211,-1.604,0.579,55.420,88.135,-20.752
-1.192,-1.639,0.526,51.147,99.182,-19.226
-1.084,-1.646,0.501,49.255,108.643,-13.977
-1.065,-1.657,0.463,52.124,119.507,-13.367
-0.975,-1.670,0.430,44.739,125.916,-12.817
-0.920,-1.714,0.365,39.001,130.310,-15.686
-0.840,-1.751,0.297,31.067,137.512,-20.569
-0.735,-1.802,0.216,18.860,145.569,-23.132
-0.616,-1.859,0.124,5.493,151.245,-25.146
-0.482,-1.905,0.056,-6.470,153.870,-27.161
-0.348,-1.965,0.004,-16.663,154.968,-27.100
-0.230,-2.028,-0.043,-27.283,154.541,-22.339
-0.147,-2.081,-0.075,-36.804,152.771,-13.123
-0.048,-2.079,-0.080,-44.006,151.428,-1.648
0.049,-2.046,-0.086,-51.575,150.085,9.583
0.153,-1.994,-0.094,-63.538,146.667,19.348
0.243,-1.917,-0.101,-77.515,141.052,27.039
0.333,-1.830,-0.116,-90.393,135.437,35.156
0.387,-1.725,-0.129,-102.661,129.822,44.434
0.447,-1.592,-0.151,-112.854,123.962,53.528
0.512,-1.446,-0.153,-121.033,116.943,60.913
0.560,-1.306,-0.157,-127.930,107.788,65.552
0.617,-1.168,-0.140,-133.362,97.595,69.031
0.648,-1.052,-0.124,-136.230,87.280,70.984
0.661,-0.934,-0.114,-136.902,77.148,72.449

-1.113,-0.581,0.532,86.426,-105.774,-4.272
-1.148,-0.643,0.534,86.121,-92.712,-2.197
-1.242,-0.690,0.547,83.557,-80.688,-2.869
-1.172,-0.672,0.591,81.726,-67.444,-3.174
-1.257,-0.753,0.403,101.196,-54.504,-18.860
-1.256,-0.758,0.467,109.985,-33.386,-32.898
-1.283,-0.853,0.343,105.347,-21.606,-39.429
-1.297,-0.956,0.294,100.891,-12.451,-45.471
-1.274,-1.070,0.279,97.351,-7.568,-41.870
-1.271,-1.184,0.307,98.694,-4.578,-31.250
-1.271,-1.274,0.383,104.004,-2.502,-12.634
-1.326,-1.354,0.472,113.586,1.404,6.165
-1.355,-1.448,0.525,119.995,6.592,20.081
-1.374,-1.501,0.618,118.408,13.062,25.208
-1.380,-1.550,0.679,109.558,22.400,23.376
-1.382,-1.592,0.704,93.994,36.316,17.883
-1.341,-1.628,0.687,76.294,54.077,9.644
-1.256,-1.635,0.711,61.035,72.388,-2.075
-1.204,-1.705,0.604,51.941,88.806,-17.090
-1.098,-1.725,0.568,38.452,101.929,-29.419
-0.975,-1.754,0.505,29.541,111.145,-34.485
-0.867,-1.791,0.449,25.574,118.042,-36.499
-0.759,-1.817,0.422,21.362,120.605,-34.241
-0.650,-1.822,0.398,15.259,121.338,-27.100
-0.554,-1.821,0.381,9.705,121.948,-18.799
-0.463,-1.800,0.371,1.465,122.620,-11.353
-0.381,-1.773,0.349,-8.789,124.023,-5.676
-0.308,-1.744,0.326,-20.935,125.732,-2.258
-0.240,-1.718,0.292,-33.386,127.502,-0.366
-0.157,-1.706,0.253,-46.021,129.028,1.343
-0.086,-1.704,0.202,-57.983,128.113,2.625
-0.018,-1.684,0.163,-68.787,124.573,5.432
0.046,-1.643,0.135,-76.233,119.385,11.353
0.115,-1.578,0.116,-82.581,114.990,21.057
0.178,-1.490,0.095,-88.989,111.145,31.677
0.241,-1.398,0.070,-95.398,106.506,41.260
0.289,-1.302,0.035,-101.318,100.647,48.767
0.320,-1.196,0.001,-105.530,93.750,55.481
0.348,-1.079,-0.025,-105.591,86.426,62.134
0.367,-0.976,-0.031,-101.807,78.064,67.932
0.383,-0.886,-0.011,-93.811,67.932,71.777
0.423,-0.802,0.046,-85.083,56.458,73.486
0.437,-0.738,0.096,-77.087,46.936,72.510
0.473,-0.690,0.147,-70.801,39.124,70.740
0.504,-0.657,0.194,-66.589,32.776,67.749
0.525,-0.635,0.215,-64.148,27.893,64.514
0.538,-0.605,0.220,-64.453,23.132,63.171
0.536,-0.558,0.210,-66.528,18.127,63.660
0.537,-0.488,0.183,-69.458,13.306,65.063
0.535,-0.417,0.156,-71.838,7.812,65.918
0.512,-0.344,0.132,-72.998,-0.183,65.857
0.473,-0.273,0.108,-70.984,-9.583,65.369
0.446,-0.202,0.104,-66.223,-19.104,64.392
0.418,-0.139,0.097,-59.998,-29.114,62.012
0.385,-0.088,0.101,-52.673,-39.490,57.251
0.353,-0.051,0.114,-45.044,-49.377,50.842
0.322,-0.030,0.127,-38.391,-57.861,43.884
0.277,-0.024,0.131,-33.020,-65.674,36.926
0.227,-0.019,0.146,-27.466,-72.754,30.762
0.172,-0.021,0.165,-21.790,-77.698,25.269
0.116,-0.027,0.173,-16.296,-81.177,20.874
0.063,-0.034,0.174,-11.230,-84.351,16.846
0.008,-0.041,0.173,-6.348,-88.379,13.123
-0.045,-0.050,0.175,-1.099,-93.140,10.742
-0.099,-0.057,0.174,5.676,-97.656,9.583
-0.155,-0.064,0.168,13.611,-101.929,9.766
-0.222,-0.078,0.177,22.034,-105.835,10.803
-0.292,-0.090,0.180,32.349,-109.314,12.878
-0.353,-0.119,0.188,42.725,-112.610,14.832
-0.423,-0.158,0.206,52.246,-116.333,15.625
-0.493,-0.205,0.233,62.195,-119.324,15.747
-0.557,-0.271,0.268,71.716,-120.850,15.869
-0.634,-0.333,0.295,77.759,-121.948,15.076
-0.723,-0.402,0.332,81.970,-122.864,14.404
-0.802,-0.475,0.368,85.632,-121.948,15.259
-0.883,-0.526,0.402,88.684,-118.225,15.381
-0.944,-0.605,0.440,88.989,-113.647,13.184
-0.967,-0.660,0.477,84.167,-108.643,7.874
-1.011,-0.702,0.496,76.721,-103.577,-0.854
-1.119,-0.746,0.510,70.068,-95.032,-8.606
-1.061,-0.747,0.590,66.467,-82.642,-14.160
-1.179,-0.854,0.432,85.388,-71.838,-31.921
-1.186,-0.885,0.523,94.971,-55.969,-42.480
-1.212,-0.976,0.467,95.642,-47.668,-45.471
-1.235,-1.052,0.484,93.994,-37.231,-48.279
-1.215,-1.135,0.454,90.027,-27.039,-43.640
-1.196,-1.192,0.468,86.243,-17.761,-38.330
-1.155,-1.248,0.484,83.557,-10.437,-34.180
-1.146,-1.308,0.503,80.139,-5.005,-31.189
-1.161,-1.353,0.551,77.515,0.671,-26.978
-1.182,-1.385,0.569,74.768,10.437,-20.691
-1.190,-1.402,0.576,69.153,22.095,-13.184
-1.189,-1.399,0.568,62.317,33.020,-8.118
-1.179,-1.379,0.571,55.298,43.213,-6.226
-1.164,-1.359,0.552,50.110,53.711,-7.019
-1.132,-1.347,0.546,47.363,64.331,-11.841
-1.093,-1.337,0.584,46.448,72.998,-18.982
-1.046,-1.361,0.558,44.800,82.397,-25.269
-0.984,-1.387,0.560,41.748,91.797,-30.823
-0.908,-1.424,0.563,36.926,99.243,-33.508
-0.836,-1.465,0.556,30.457,105.774,-34.485
-0.791,-1.490,0.540,21.057,111.877,-31.738
-0.761,-1.532,0.508,13.184,117.493,-25.635
-0.726,-1.597,0.479,8.667,120.178,-17.639
-0.700,-1.677,0.477,5.920,119.568,-10.620
-0.661,-1.778,0.492,5.737,117.310,-3.967
-0.583,-1.895,0.514,5.249,115.540,4.028
-0.472,-2.011,0.526,3.418,113.525,11.902
-0.311,-2.084,0.567,-0.488,113.525,18.250
-0.129,-2.128,0.599,-9.216,118.103,29.541
0.036,-2.072,0.566,-28.381,126.282,46.814
0.190,-1.964,0.465,-54.810,138.428,65.857
0.297,-1.819,0.296,-85.999,150.391,81.604
0.404,-1.631,0.082,-115.417,158.142,91.797
0.491,-1.401,-0.129,-136.658,160.278,97.168
0.585,-1.168,-0.307,-148.315,157.227,101.257
0.668,-0.941,-0.448,-150.024,149.902,103.333
0.763,-0.731,-0.558,-143.188,137.634,104.370
0.818,-0.594,-0.630,-138.916,120.605,101.929

-1.314,-0.590,0.489,156.982,-69.885,-52.673
-1.271,-0.662,0.550,167.786,-54.810,-60.852
-1.276,-0.799,0.542,174.805,-40.771,-68.481
-1.238,-0.954,0.541,165.527,-26.855,-75.500
-1.194,-1.091,0.527,146.423,-18.677,-81.238
-1.214,-1.229,0.548,127.014,-14.709,-85.632
-1.193,-1.337,0.579,111.877,-8.484,-82.825
-1.197,-1.439,0.624,100.464,0.610,-73.914
-1.181,-1.503,0.661,93.079,11.475,-60.974
-1.189,-1.530,0.652,86.060,21.362,-48.157
-1.186,-1.556,0.644,79.590,32.166,-34.546
-1.189,-1.596,0.595,73.608,42.297,-21.362
-1.143,-1.592,0.628,67.200,52.551,-9.888
-1.159,-1.646,0.567,69.336,65.063,-4.028
-1.104,-1.664,0.542,60.425,79.102,-0.305
-1.039,-1.689,0.510,50.049,91.003,1.953
-0.976,-1.725,0.465,38.391,100.769,-1.099
-0.884,-1.754,0.422,24.231,110.413,-4.883
-0.781,-1.794,0.356,10.010,119.385,-8.545
-0.674,-1.845,0.283,-3.662,125.427,-12.146
-0.554,-1.904,0.238,-14.709,126.709,-14.587
-0.411,-1.945,0.215,-22.583,125.427,-14.099
-0.293,-1.966,0.198,-29.663,123.596,-9.583
-0.171,-1.937,0.180,-35.339,122.498,-0.732
-0.057,-1.892,0.166,-40.161,121.521,9.888
0.018,-1.849,0.145,-44.617,119.202,19.287
0.077,-1.796,0.151,-49.500,114.990,27.466
0.135,-1.733,0.156,-56.519,110.352,34.180
0.169,-1.675,0.153,-65.002,107.361,39.856
0.212,-1.610,0.141,-73.914,105.835,44.983
0.258,-1.544,0.123,-83.069,102.966,49.988
0.312,-1.469,0.108,-91.003,99.304,54.504
0.368,-1.386,0.097,-98.267,94.238,59.448
0.388,-1.311,0.088,-105.408,89.172,65.002
0.404,-1.223,0.080,-112.366,84.534,72.021
0.400,-1.130,0.073,-116.272,80.200,79.651
0.409,-1.004,0.061,-117.676,76.782,87.158
0.406,-0.866,0.014,-116.028,72.876,93.689
0.430,-0.721,-0.000,-112.854,63.965,98.694
0.446,-0.576,-0.019,-106.201,53.162,99.670
0.455,-0.455,-0.026,-98.755,42.236,97.229
0.445,-0.364,-0.017,-90.820,30.212,93.872
0.423,-0.285,0.000,-83.130,17.578,90.332
0.406,-0.204,0.030,-76.843,7.019,85.938
0.389,-0.147,0.051,-71.899,-0.183,80.322
0.364,-0.095,0.058,-69.885,-6.104,74.646
0.333,-0.036,0.045,-68.054,-11.719,69.397
0.313,0.016,0.030,-63.660,-18.738,63.599
0.286,0.054,0.033,-57.251,-27.954,56.152
0.234,0.076,0.034,-50.171,-37.476,49.194
0.178,0.104,0.036,-41.565,-45.532,44.678
0.130,0.133,0.053,-31.555,-51.880,42.847
0.056,0.140,0.076,-21.729,-55.054,42.480
-0.008,0.171,0.088,-14.221,-55.786,42.236
-0.065,0.175,0.094,-7.263,-58.777,37.720
-0.119,0.172,0.114,1.465,-63.049,28.748
-0.169,0.138,0.133,10.071,-68.054,16.907
-0.254,0.105,0.184,18.799,-72.937,5.432
-0.344,0.069,0.227,28.442,-75.012,-0.854
-0.358,0.018,0.254,36.865,-72.083,-3.540
-0.391,-0.049,0.261,45.105,-70.496,-8.545
-0.422,-0.149,0.277,52.551,-77.515,-16.174
-0.441,-0.247,0.346,58.350,-91.492,-24.536
-0.500,-0.359,0.421,62.500,-105.286,-28.320
-0.541,-0.427,0.484,66.833,-110.291,-22.522
-0.622,-0.466,0.522,70.435,-107.910,-11.841
-0.708,-0.489,0.529,73.730,-99.854,-0.183
-0.794,-0.520,0.564,75.745,-90.515,7.874
-0.878,-0.566,0.578,73.303,-80.872,10.376
-0.980,-0.627,0.597,70.862,-71.960,10.010
-1.096,-0.674,0.592,72.571,-61.890,10.071
-1.089,-0.679,0.606,75.500,-47.852,11.475
-1.221,-0.693,0.596,87.036,-33.447,0.061
-1.223,-0.688,0.668,101.440,-12.634,-20.813
-1.167,-0.771,0.646,95.825,4.272,-27.466
-1.117,-0.861,0.614,90.088,13.428,-40.161
-1.026,-0.966,0.617,78.125,20.325,-44.922
-0.967,-1.065,0.635,70.435,22.583,-44.861
-0.954,-1.156,0.684,65.613,24.597,-37.231
-0.893,-1.216,0.707,63.232,28.137,-24.292
-0.949,-1.269,0.776,64.087,35.278,-10.254
-0.974,-1.290,0.812,69.031,41.382,-0.061
-0.981,-1.296,0.839,67.810,46.021,3.723
-0.981,-1.326,0.828,65.552,51.575,1.770
-0.929,-1.343,0.860,62.317,55.786,-2.563
-0.916,-1.383,0.847,63.843,60.425,-11.292
-0.855,-1.444,0.869,59.021,65.979,-19.653
-0.784,-1.514,0.874,55.664,71.472,-24.170
-0.731,-1.589,0.861,51.331,76.721,-31.860
-0.683,-1.668,0.841,44.495,82.458,-38.330
-0.649,-1.739,0.816,35.217,89.417,-41.870
-0.592,-1.809,0.762,24.048,99.121,-40.588
-0.492,-1.848,0.705,10.254,107.544,-37.109
-0.406,-1.868,0.647,-5.005,111.389,-33.691
-0.375,-1.873,0.587,-19.287,112.366,-27.466
-0.332,-1.833,0.537,-29.846,113.770,-16.357
-0.265,-1.784,0.479,-36.682,118.591,-3.967
-0.219,-1.746,0.409,-42.603,124.512,3.662
-0.161,-1.708,0.370,-48.828,129.883,5.920
-0.078,-1.700,0.339,-56.091,135.620,4.578
0.028,-1.703,0.306,-66.467,140.747,1.892
0.143,-1.693,0.267,-77.209,140.869,-0.671
0.264,-1.670,0.224,-85.327,138.000,-1.526
0.386,-1.629,0.172,-92.224,134.094,1.160
0.488,-1.586,0.109,-96.924,128.235,9.766
0.575,-1.515,0.067,-99.792,120.972,23.926
0.626,-1.448,0.030,-101.135,112.915,40.649
0.651,-1.356,0.015,-103.638,102.905,59.570
0.667,-1.247,0.007,-107.178,91.858,77.759
0.614,-1.117,-0.031,-110.779,80.811,92.529
0.545,-0.975,-0.101,-111.938,68.176,105.408
0.498,-0.818,-0.099,-105.042,53.711,113.892
0.504,-0.649,-0.110,-93.384,43.396,114.197
0.508,-0.549,-0.095,-87.341,35.461,108.154
0.499,-0.496,-0.051,-82.031,24.719,98.694
0.497,-0.455,-0.009,-73.486,15.076,89.233
0.518,-0.421,0.016,-68.665,10.132,83.618
0.494,-0.391,0.000,-68.481,4.456,80.872
0.475,-0.336,-0.026,-68.359,-4.272,79.651

-0.875,-0.501,0.879,89.722,-69.702,-1.465
-0.939,-0.565,0.904,83.191,-60.303,-7.019
-0.979,-0.599,0.913,75.012,-51.147,-15.198
-0.880,-0.636,0.879,66.467,-41.138,-24.231
-0.968,-0.661,0.898,68.176,-36.621,-41.687
-1.053,-0.735,0.856,86.182,-29.358,-66.223
-0.932,-0.765,0.901,80.688,-14.893,-67.444
-0.935,-0.821,0.805,84.229,-9.155,-67.017
-0.901,-0.874,0.842,77.759,-4.883,-59.631
-0.909,-0.939,0.844,76.965,-6.470,-49.744
-0.914,-0.987,0.927,81.726,-5.981,-42.847
-0.917,-1.046,0.985,86.731,-2.747,-37.842
-0.940,-1.114,1.027,90.149,1.282,-35.950
-0.952,-1.179,1.092,88.867,8.057,-36.560
-0.951,-1.231,1.151,85.205,19.104,-40.283
-0.897,-1.291,1.130,78.430,31.067,-44.067
-0.865,-1.343,1.115,71.045,43.335,-52.612
-0.763,-1.385,1.108,58.777,52.795,-58.105
-0.704,-1.457,1.089,53.650,59.021,-63.049
-0.646,-1.524,1.051,53.101,65.796,-63.293
-0.584,-1.594,1.000,53.894,70.862,-57.922
-0.515,-1.658,0.963,52.856,74.829,-50.781
-0.450,-1.716,0.922,47.546,77.942,-42.908
-0.392,-1.754,0.862,38.330,80.750,-35.400
-0.343,-1.780,0.788,24.414,83.252,-28.809
-0.301,-1.800,0.720,9.460,86.365,-23.621
-0.255,-1.821,0.635,-5.127,91.248,-18.738
-0.198,-1.828,0.559,-18.616,96.130,-13.306
-0.128,-1.813,0.470,-31.494,99.792,-8.301
-0.053,-1.776,0.403,-43.823,101.685,-4.272
0.018,-1.724,0.338,-53.467,100.220,-0.732
0.092,-1.664,0.295,-60.730,96.191,3.235
0.156,-1.602,0.260,-65.613,91.919,7.080
0.224,-1.543,0.248,-70.740,87.708,11.719
0.280,-1.483,0.238,-75.195,82.825,17.029
0.336,-1.421,0.221,-80.872,79.102,22.095
0.380,-1.356,0.221,-86.182,74.768,27.649
0.398,-1.290,0.248,-86.060,70.435,34.302
0.436,-1.214,0.256,-83.557,68.665,42.725
0.476,-1.129,0.258,-83.130,65.674,51.392
0.491,-1.039,0.228,-85.022,60.364,57.739
0.502,-0.941,0.202,-88.440,53.711,62.195
0.503,-0.832,0.180,-90.088,48.340,65.369
0.517,-0.726,0.166,-90.332,45.288,66.589
0.542,-0.643,0.141,-90.088,42.236,66.284
0.551,-0.577,0.100,-89.783,36.438,64.819
0.554,-0.522,0.048,-87.158,27.710,63.965
0.569,-0.464,0.017,-81.726,17.639,64.270
0.553,-0.403,-0.008,-73.914,7.385,65.430
0.525,-0.358,-0.027,-65.796,-1.221,68.115
0.440,-0.308,-0.021,-58.044,-9.338,71.289
0.396,-0.260,-0.035,-48.889,-13.550,73.181
0.398,-0.214,-0.024,-44.739,-15.991,71.716
0.393,-0.194,-0.015,-42.603,-22.705,65.552
0.372,-0.181,-0.001,-41.443,-32.043,57.739
0.354,-0.160,0.009,-39.795,-40.833,52.063
0.338,-0.130,0.008,-37.476,-48.035,48.828
0.311,-0.101,0.012,-34.241,-55.420,45.959
0.257,-0.071,0.024,-30.090,-63.843,43.152
0.185,-0.041,0.049,-23.987,-70.557,40.833
0.130,-0.013,0.060,-17.273,-74.524,38.879
0.063,0.013,0.073,-10.986,-79.651,35.217
-0.035,0.015,0.096,-4.028,-86.426,30.640
-0.161,0.007,0.147,5.615,-91.431,27.527
-0.221,-0.010,0.208,17.578,-91.797,26.672
-0.258,-0.031,0.271,28.503,-91.248,24.780
-0.314,-0.060,0.328,37.781,-93.994,20.508
-0.400,-0.084,0.388,46.082,-96.985,17.029
-0.468,-0.099,0.448,54.688,-97.107,14.893
-0.513,-0.118,0.486,60.791,-95.215,11.475
-0.545,-0.181,0.518,62.744,-96.375,4.395
-0.605,-0.263,0.566,60.669,-102.722,-5.066
-0.666,-0.345,0.631,59.998,-108.948,-11.169
-0.717,-0.405,0.689,62.317,-108.521,-9.705
-0.761,-0.424,0.709,65.063,-102.112,-2.319
-0.817,-0.433,0.720,65.674,-94.543,3.601
-0.852,-0.438,0.740,62.927,-87.158,4.700
-0.851,-0.443,0.763,57.190,-79.041,0.244
-0.844,-0.454,0.778,49.072,-70.801,-5.920
-0.867,-0.475,0.778,42.053,-62.866,-11.475
-0.871,-0.485,0.783,39.795,-56.213,-13.062
-0.878,-0.473,0.914,45.959,-50.415,-13.550
-0.965,-0.535,0.835,73.792,-46.875,-24.963
-0.933,-0.560,0.903,85.876,-34.912,-29.236
-0.953,-0.633,0.948,87.463,-24.658,-27.588
-0.948,-0.705,0.945,82.947,-19.897,-28.259
-0.940,-0.755,0.981,70.923,-14.404,-26.917
-0.968,-0.807,0.963,63.904,-9.338,-26.672
-0.986,-0.840,0.988,59.265,-3.906,-26.367
-1.001,-0.866,1.006,60.730,1.587,-27.588
-1.012,-0.894,1.019,62.439,8.789,-29.907
-1.012,-0.933,1.031,65.186,17.578,-32.959
-1.021,-0.988,1.000,67.566,25.940,-36.072
-0.987,-1.000,1.052,67.688,32.593,-38.635
-0.999,-1.076,1.005,75.378,41.138,-44.128
-0.966,-1.140,1.020,75.928,51.086,-49.316
-0.927,-1.212,1.010,75.989,57.495,-50.720
-0.922,-1.292,0.996,75.806,63.660,-52.979
-0.888,-1.365,0.979,72.327,70.557,-52.063
-0.842,-1.450,0.954,67.017,77.087,-50.537
-0.808,-1.536,0.916,59.021,83.801,-50.598
-0.778,-1.618,0.852,48.584,90.942,-50.049
-0.744,-1.693,0.769,35.583,98.450,-48.523
-0.689,-1.764,0.669,20.264,106.689,-47.302
-0.632,-1.827,0.574,4.211,114.136,-49.011
-0.552,-1.888,0.492,-8.545,120.117,-50.476
-0.447,-1.938,0.417,-17.822,123.169,-49.194
-0.330,-1.969,0.371,-24.109,123.413,-44.250
-0.229,-1.970,0.344,-28.687,121.582,-34.485
-0.151,-1.953,0.313,-31.982,119.812,-19.592
-0.064,-1.890,0.300,-35.034,118.042,-2.441
0.019,-1.809,0.298,-40.222,114.929,13.855
0.065,-1.713,0.291,-48.035,111.328,28.442
0.114,-1.594,0.289,-56.702,108.887,41.077
0.166,-1.475,0.266,-65.491,107.971,50.537
0.234,-1.360,0.249,-74.402,106.689,55.725
0.289,-1.263,0.228,-83.252,103.210,57.068
0.350,-1.181,0.205,-89.294,98.999,57.129
0.405,-1.105,0.180,-94.116,95.520,56.519

-0.928,-0.387,0.887,75.867,-99.854,-23.010
-0.992,-0.415,0.943,81.177,-94.055,-18.250
-1.067,-0.450,0.992,84.595,-85.693,-14.282
-1.132,-0.478,1.038,85.571,-76.782,-14.648
-1.129,-0.523,1.110,84.778,-66.650,-19.409
-1.184,-0.514,1.234,82.825,-57.739,-27.222
-1.282,-0.661,1.044,108.276,-50.537,-49.805
-1.218,-0.685,1.144,109.619,-34.729,-59.265
-1.200,-0.793,1.089,108.948,-21.973,-61.646
-1.154,-0.875,1.057,96.313,-9.827,-59.143
-1.138,-0.943,1.032,83.679,-3.235,-52.856
-1.121,-0.993,1.022,75.073,1.465,-45.166
-1.100,-1.024,1.016,70.984,6.775,-36.865
-1.106,-1.081,1.023,68.115,11.292,-30.212
-1.110,-1.129,1.035,65.430,16.968,-26.001
-1.097,-1.143,1.039,61.340,25.635,-23.682
-1.059,-1.163,1.035,56.213,35.706,-23.254
-1.015,-1.177,1.011,50.537,46.143,-23.926
-0.969,-1.189,0.947,47.424,56.274,-25.818
-0.890,-1.151,0.951,43.823,65.002,-26.123
-0.859,-1.163,0.874,46.448,73.730,-26.794
-0.788,-1.157,0.849,43.823,81.909,-26.978
-0.733,-1.183,0.823,41.504,86.365,-25.818
-0.704,-1.227,0.796,40.771,90.332,-25.269
-0.655,-1.267,0.776,38.208,95.093,-23.560
-0.609,-1.327,0.729,33.997,100.464,-23.804
-0.584,-1.399,0.690,26.550,104.553,-25.024
-0.522,-1.505,0.646,17.273,106.812,-26.123
-0.475,-1.605,0.593,5.005,108.459,-26.855
-0.440,-1.672,0.539,-6.287,109.192,-24.536
-0.396,-1.719,0.483,-13.672,111.389,-17.578
-0.325,-1.744,0.430,-21.545,116.150,-7.385
-0.260,-1.721,0.384,-31.372,118.958,3.296
-0.206,-1.681,0.333,-40.283,120.361,13.794
-0.151,-1.632,0.272,-49.011,122.498,24.170
-0.079,-1.550,0.229,-58.289,123.962,32.959
0.000,-1.472,0.179,-65.430,124.390,38.025
0.097,-1.380,0.146,-69.946,122.131,41.138
0.202,-1.302,0.115,-72.083,118.469,42.664
0.301,-1.225,0.099,-71.411,113.647,43.823
0.381,-1.153,0.092,-69.641,106.689,46.265
0.441,-1.087,0.093,-67.200,97.656,50.659
0.482,-1.024,0.093,-64.148,87.952,55.664
0.511,-0.968,0.119,-60.181,78.430,59.082
0.530,-0.932,0.152,-54.871,69.702,61.401
0.548,-0.891,0.189,-50.842,62.805,63.477
0.571,-0.840,0.206,-49.927,56.641,63.904
0.593,-0.775,0.221,-52.124,49.927,61.951
0.612,-0.725,0.221,-55.603,42.603,58.960
0.620,-0.680,0.210,-59.937,35.583,57.495
0.614,-0.634,0.183,-62.927,28.992,58.289
0.605,-0.579,0.142,-64.148,22.461,60.730
0.595,-0.517,0.111,-64.026,14.893,63.599
0.577,-0.458,0.088,-63.232,6.592,65.063
0.551,-0.401,0.061,-61.951,-1.709,65.552
0.519,-0.352,0.044,-59.570,-9.399,65.979
0.480,-0.302,0.020,-56.396,-17.090,65.918
0.452,-0.255,0.001,-53.406,-24.902,64.514
0.417,-0.220,-0.009,-50.232,-34.546,61.218
0.379,-0.196,-0.004,-46.692,-44.189,57.251
0.334,-0.179,0.009,-43.091,-52.368,54.504
0.285,-0.163,0.018,-39.429,-58.899,53.711
0.211,-0.144,0.026,-35.278,-65.552,54.016
0.119,-0.121,0.033,-30.457,-71.899,55.054
0.037,-0.100,0.050,-24.963,-77.332,56.641
-0.054,-0.078,0.074,-18.372,-83.435,57.495
-0.138,-0.062,0.106,-10.925,-89.050,56.580
-0.201,-0.054,0.155,-3.296,-93.567,53.711
-0.238,-0.064,0.207,2.808,-97.656,48.889
-0.265,-0.084,0.265,6.409,-101.379,42.419
-0.281,-0.108,0.322,7.996,-103.699,35.339
-0.288,-0.124,0.370,6.897,-103.516,29.175
-0.318,-0.131,0.399,4.395,-102.112,24.292
-0.349,-0.135,0.406,2.625,-100.464,21.301
-0.380,-0.149,0.409,2.197,-101.074,19.653
-0.432,-0.172,0.415,4.211,-105.347,19.165
-0.491,-0.205,0.435,9.338,-110.901,21.362
-0.598,-0.221,0.469,17.273,-114.746,25.635
-0.680,-0.222,0.522,28.076,-114.319,31.128
-0.753,-0.213,0.577,36.011,-110.291,33.936
-0.801,-0.196,0.637,39.795,-104.980,30.518
-0.846,-0.190,0.707,38.879,-97.595,20.935
-0.912,-0.205,0.768,35.522,-88.074,8.728
-0.935,-0.224,0.804,32.959,-76.843,-1.831
-0.962,-0.245,0.824,32.104,-67.383,-11.841
-0.959,-0.270,0.854,35.706,-60.059,-20.630
-0.982,-0.308,0.873,43.701,-54.565,-27.771
-0.855,-0.310,1.013,52.063,-51.636,-32.104
-0.935,-0.402,0.870,77.820,-53.894,-46.753
-0.904,-0.417,0.990,94.543,-47.424,-53.345
