aX,aY,aZ,gX,gY,gZ
-0.306,1.115,-0.355,-49.194,12.329,3.540
-0.342,1.163,-0.337,-28.870,15.381,5.371
-0.344,1.209,-0.334,-13.611,18.188,5.432
-0.349,1.242,-0.347,0.244,16.968,5.920
-0.363,1.256,-0.378,13.367,11.719,6.653
-0.382,1.225,-0.390,21.423,4.089,7.385
-0.373,1.208,-0.359,23.560,-2.258,9.766
-0.352,1.222,-0.313,25.513,-2.380,12.817
-0.380,1.226,-0.283,29.541,4.883,19.836
-0.383,1.186,-0.267,36.133,13.611,23.254
-0.388,1.128,-0.245,44.922,21.973,22.644
-0.369,1.104,-0.213,53.162,30.518,20.386
-0.331,1.083,-0.173,62.866,36.255,14.954
-0.294,1.047,-0.137,74.280,38.635,10.437
-0.259,1.006,-0.109,85.571,40.161,8.972
-0.238,0.949,-0.094,96.069,42.053,10.559
-0.227,0.888,-0.079,106.018,44.739,13.672
-0.200,0.858,-0.065,114.563,46.753,15.503
-0.195,0.812,-0.055,120.239,45.715,14.038
-0.170,0.753,-0.058,125.244,40.344,10.193
-0.164,0.691,-0.040,132.996,30.212,7.385
-0.161,0.626,0.003,142.944,18.799,4.272
-0.151,0.558,0.066,150.635,10.864,1.526
-0.120,0.488,0.126,153.809,7.629,-0.244
-0.094,0.397,0.188,154.785,6.348,-1.526
-0.041,0.311,0.250,155.029,5.859,-0.977
-0.014,0.241,0.303,155.151,11.292,3.601
-0.047,0.223,0.330,153.198,22.583,13.184
-0.073,0.214,0.373,149.597,31.189,22.766
-0.157,0.101,0.368,150.635,36.621,30.151
-0.225,-0.049,0.375,155.762,38.391,35.278
-0.263,-0.151,0.460,161.011,37.842,35.095
-0.259,-0.203,0.613,162.903,37.964,30.151
-0.241,-0.256,0.731,164.307,38.086,25.085
-0.220,-0.332,0.830,157.227,31.128,24.658
-0.191,-0.302,1.006,134.827,16.541,31.982
-0.201,-0.222,1.081,121.155,4.822,40.039
-0.231,-0.177,1.071,121.399,-6.714,42.664
-0.296,-0.211,1.037,128.174,-21.912,37.720
-0.365,-0.353,0.952,137.756,-33.691,29.175
-0.414,-0.543,1.023,139.404,-42.236,25.452
-0.422,-0.705,1.209,131.470,-38.879,30.762
-0.409,-0.817,1.509,112.122,-20.569,42.114
-0.405,-0.888,1.825,84.290,6.348,56.091
-0.421,-0.877,2.132,64.209,30.579,63.293
-0.435,-0.774,2.364,44.617,45.410,63.354
-0.457,-0.650,2.450,25.696,46.753,54.749
-0.450,-0.505,2.480,4.639,32.776,47.119
-0.467,-0.376,2.322,-4.395,8.789,38.513
-0.525,-0.299,2.128,-12.207,-10.315,33.386
-0.596,-0.275,2.006,-21.484,-30.334,29.419
-0.655,-0.218,1.963,-37.231,-37.903,30.396
-0.710,-0.175,1.938,-53.162,-34.973,31.860
-0.770,-0.238,1.928,-63.354,-27.771,30.945
-0.783,-0.287,1.947,-70.679,-19.409,25.574
-0.759,-0.302,1.987,-76.843,-10.620,13.184
-0.676,-0.291,2.007,-80.566,-4.089,-2.991
-0.561,-0.279,2.003,-82.153,-0.916,-18.616
-0.438,-0.285,1.975,-84.656,0.427,-30.457
-0.374,-0.313,1.927,-86.975,0.854,-36.438
-0.239,-0.318,1.879,-91.858,3.113,-36.255
-0.185,-0.271,1.785,-97.900,8.423,-34.058
-0.145,-0.231,1.673,-101.135,11.719,-31.067

-0.328,1.182,-0.599,-56.641,10.498,-34.241
-0.287,1.252,-0.580,-41.077,10.986,-38.696
-0.246,1.305,-0.590,-28.564,11.292,-42.114
-0.214,1.347,-0.607,-17.456,10.742,-43.518
-0.184,1.386,-0.620,-5.310,8.728,-41.992
-0.156,1.411,-0.613,6.287,4.883,-38.025
-0.145,1.425,-0.613,17.395,1.648,-32.227
-0.144,1.410,-0.616,27.527,-0.061,-24.658
-0.154,1.386,-0.617,38.025,0.122,-16.113
-0.163,1.352,-0.589,48.767,0.671,-9.766
-0.160,1.315,-0.536,59.265,1.587,-4.517
-0.172,1.259,-0.495,69.580,3.967,0.549
-0.190,1.202,-0.465,79.285,8.789,6.348
-0.171,1.162,-0.405,86.182,15.564,9.644
-0.152,1.131,-0.336,90.088,21.606,11.658
-0.116,1.088,-0.267,93.689,24.109,13.916
-0.092,1.043,-0.224,97.900,24.170,16.052
-0.078,0.985,-0.176,100.769,22.034,18.921
-0.059,0.938,-0.116,100.159,17.822,22.827
-0.067,0.887,-0.094,100.647,13.184,27.588
-0.116,0.801,-0.121,104.736,8.911,33.081
-0.152,0.723,-0.119,109.497,5.127,36.499
-0.170,0.660,-0.080,112.061,2.502,35.278
-0.188,0.612,-0.037,114.563,1.099,30.212
-0.182,0.580,0.019,118.286,0.549,22.949
-0.167,0.545,0.073,123.413,1.160,16.052
-0.157,0.486,0.117,129.639,-0.061,10.498
-0.132,0.442,0.164,133.545,-3.113,6.104
-0.104,0.425,0.215,134.155,-2.930,5.676
-0.090,0.406,0.251,136.963,2.075,11.230
-0.074,0.363,0.294,142.395,6.653,20.752
-0.071,0.302,0.382,146.423,10.864,32.043
-0.080,0.227,0.495,149.719,18.005,45.105
-0.110,0.128,0.579,150.330,28.015,59.875
-0.180,0.006,0.601,150.391,38.635,71.716
-0.246,-0.093,0.625,152.100,42.969,75.439
-0.261,-0.110,0.706,156.555,39.612,68.604
-0.270,-0.106,0.808,163.208,29.907,56.763
-0.272,-0.112,0.931,170.776,16.357,48.523
-0.293,-0.125,1.022,176.453,6.775,46.570
-0.319,-0.172,1.092,181.152,2.441,49.133
-0.335,-0.226,1.176,183.167,1.587,53.772
-0.372,-0.252,1.242,179.871,4.517,59.509
-0.396,-0.248,1.275,171.753,7.324,60.974
-0.430,-0.244,1.251,161.255,9.094,55.786
-0.443,-0.271,1.201,152.954,8.850,47.058
-0.472,-0.300,1.179,146.484,2.136,35.950
-0.477,-0.341,1.208,141.541,-10.559,26.123
-0.484,-0.397,1.304,138.916,-21.057,18.860
-0.473,-0.444,1.437,135.559,-22.766,14.526
-0.483,-0.504,1.577,132.629,-19.897,10.742
-0.492,-0.539,1.712,128.967,-13.000,10.376
-0.520,-0.529,1.799,122.314,-3.601,13.611
-0.508,-0.535,1.860,110.718,0.854,17.029
-0.486,-0.512,1.898,89.539,2.136,22.278
-0.514,-0.500,1.945,68.604,-2.991,26.062
-0.503,-0.476,1.913,48.279,-2.441,29.846
-0.519,-0.452,1.880,29.785,-2.625,31.555
-0.552,-0.435,1.844,13.977,-1.953,32.593
-0.564,-0.421,1.825,0.244,0.427,30.884
-0.588,-0.448,1.812,-12.817,2.197,25.696
-0.590,-0.475,1.813,-20.996,5.005,18.555
-0.545,-0.478,1.833,-29.175,8.667,10.071
-0.501,-0.457,1.844,-38.635,11.475,1.831
-0.450,-0.445,1.836,-49.377,11.780,-3.540
-0.404,-0.429,1.809,-60.364,10.803,-7.263
-0.333,-0.405,1.755,-71.106,10.132,-10.803
-0.300,-0.413,1.663,-79.224,6.897,-14.282
-0.278,-0.400,1.594,-84.290,-0.671,-16.602
-0.257,-0.401,1.546,-90.027,-5.005,-19.165
-0.240,-0.427,1.485,-96.802,-2.075,-21.240
-0.225,-0.424,1.430,-104.126,3.723,-21.606
-0.212,-0.415,1.384,-112.061,8.484,-20.691
-0.205,-0.416,1.349,-118.774,10.864,-20.020
-0.169,-0.359,1.308,-124.573,12.329,-20.142
-0.191,-0.362,1.149,-123.901,12.329,-21.423
-0.224,-0.364,1.021,-119.812,3.113,-21.729
-0.203,-0.295,0.971,-124.329,-5.432,-22.522
-0.191,-0.201,0.907,-134.766,-7.751,-25.574
-0.251,-0.117,0.790,-145.142,-8.911,-28.198
-0.145,-0.073,0.602,-149.719,-9.216,-24.841
-0.144,0.009,0.500,-163.452,-10.315,-26.428
-0.142,0.083,0.431,-171.692,-17.090,-27.710
-0.124,0.159,0.387,-174.683,-25.085,-23.804
-0.130,0.232,0.339,-172.607,-31.067,-16.846
-0.196,0.259,0.255,-166.077,-37.781,-7.263
-0.250,0.284,0.194,-160.583,-43.274,-0.549
-0.261,0.330,0.148,-159.912,-42.908,1.343
-0.276,0.380,0.068,-159.180,-40.161,-0.061
-0.285,0.441,0.016,-156.555,-40.100,-3.357
-0.306,0.497,-0.013,-153.198,-40.466,-6.348
-0.311,0.565,-0.041,-148.804,-36.316,-8.789
-0.290,0.642,-0.059,-144.470,-30.701,-9.888
-0.290,0.715,-0.086,-138.123,-25.452,-8.362
-0.310,0.761,-0.116,-128.906,-20.081,-3.357
-0.341,0.796,-0.145,-118.408,-14.648,1.953
-0.351,0.840,-0.143,-108.337,-8.728,4.333
-0.369,0.869,-0.141,-97.961,-2.808,4.333
-0.391,0.892,-0.144,-87.097,1.160,3.113
-0.402,0.927,-0.136,-76.843,4.395,-0.122
-0.400,0.979,-0.137,-66.406,9.033,-4.028
-0.413,1.014,-0.139,-53.467,13.367,-7.324
-0.466,1.048,-0.102,-39.673,16.052,-9.583
-0.378,1.054,-0.106,-23.804,17.029,-8.728
-0.407,1.065,-0.064,-13.977,15.015,-10.010
-0.399,1.090,-0.013,-4.944,10.559,-15.442
-0.374,1.120,0.018,1.526,7.263,-19.104
-0.352,1.135,0.022,6.775,4.578,-20.386
-0.365,1.127,0.006,15.503,1.465,-17.151
-0.387,1.096,0.029,24.658,-0.916,-11.108
-0.411,1.074,0.048,30.579,-0.427,-6.714
-0.401,1.083,0.090,33.081,2.319,-6.042
-0.380,1.110,0.123,33.813,5.493,-6.836
-0.361,1.116,0.127,36.499,6.409,-6.836
-0.345,1.105,0.121,41.199,5.371,-5.981
-0.343,1.079,0.119,45.532,4.211,-3.479
-0.350,1.037,0.101,49.866,3.784,-1.160
-0.347,0.992,0.111,54.810,3.052,0.916
-0.349,0.948,0.130,59.021,3.052,2.197

-0.462,-0.439,1.227,106.689,-9.460,39.429
-0.456,-0.442,1.311,103.210,-23.071,37.292
-0.518,-0.409,1.412,93.750,-45.227,28.564
-0.542,-0.384,1.449,84.106,-59.204,13.550
-0.564,-0.344,1.413,69.031,-66.162,-0.305
-0.536,-0.303,1.383,51.758,-74.707,-7.812
-0.554,-0.318,1.355,44.189,-85.876,-10.193
-0.557,-0.411,1.446,42.236,-81.909,3.052
-0.638,-0.446,1.621,39.917,-59.265,27.527
-0.667,-0.424,1.633,38.757,-28.564,51.697
-0.622,-0.654,1.733,48.462,-5.676,75.623
-0.734,-0.621,1.813,26.794,7.019,71.411
-0.736,-0.450,1.796,4.272,9.338,47.791
-0.682,-0.282,1.748,-8.545,2.441,28.687
-0.668,-0.218,1.649,-11.047,-10.437,15.076
-0.703,-0.206,1.559,-9.827,-24.109,10.498
-0.720,-0.205,1.515,-11.719,-28.931,7.751
-0.736,-0.224,1.536,-13.794,-25.024,8.545
-0.732,-0.268,1.625,-18.005,-12.451,9.949
-0.750,-0.320,1.733,-27.954,7.629,6.104
-0.772,-0.425,1.841,-38.513,28.564,3.418
-0.782,-0.558,1.947,-54.565,42.053,1.404
-0.764,-0.642,1.994,-77.576,46.082,-6.531
-0.713,-0.677,1.960,-98.206,41.687,-17.334
-0.622,-0.660,1.952,-119.080,28.687,-25.757
-0.547,-0.598,1.899,-134.766,12.390,-33.081
-0.464,-0.514,1.774,-143.066,5.188,-35.400
-0.409,-0.431,1.625,-151.428,-0.305,-41.626
-0.369,-0.361,1.476,-157.837,-5.249,-49.316
-0.318,-0.299,1.322,-159.363,-8.789,-52.246
-0.301,-0.245,1.193,-157.532,-9.399,-51.270
-0.282,-0.172,1.064,-153.870,-6.409,-49.194
-0.277,-0.123,0.951,-146.545,-2.441,-46.875
-0.259,-0.092,0.862,-137.634,0.916,-43.823
-0.227,-0.055,0.817,-132.385,5.432,-41.809
-0.215,-0.031,0.796,-133.850,10.071,-40.894
-0.199,-0.026,0.750,-140.320,11.108,-39.001
-0.219,-0.067,0.643,-146.179,8.545,-36.133
-0.257,-0.120,0.535,-149.109,4.700,-31.311
-0.249,-0.089,0.466,-153.259,1.221,-27.771
-0.209,0.005,0.434,-161.682,-4.456,-28.564
-0.173,0.090,0.421,-169.800,-14.526,-30.518
-0.140,0.159,0.384,-173.279,-22.644,-29.785
-0.154,0.171,0.295,-172.119,-27.344,-26.794
-0.193,0.161,0.219,-167.542,-32.837,-22.217
-0.198,0.179,0.193,-163.940,-34.485,-19.592
-0.195,0.206,0.204,-162.842,-30.518,-18.616
-0.204,0.235,0.232,-162.292,-25.330,-16.418
-0.199,0.285,0.251,-161.560,-19.714,-12.146
-0.228,0.333,0.248,-158.142,-11.902,-5.493
-0.270,0.361,0.174,-153.870,-3.296,2.380
-0.316,0.403,0.067,-147.583,4.089,8.240
-0.335,0.482,-0.014,-139.465,7.446,7.812
-0.344,0.573,-0.036,-130.981,5.432,2.808
-0.366,0.647,-0.079,-125.427,5.859,-5.432
-0.379,0.719,-0.085,-116.699,11.841,-11.414
-0.378,0.792,-0.108,-104.980,18.250,-13.733
-0.385,0.847,-0.147,-90.454,22.278,-16.296
-0.427,0.875,-0.159,-73.608,20.569,-15.869
-0.423,0.912,-0.177,-61.584,19.409,-15.686
-0.394,0.995,-0.194,-53.162,21.179,-15.686
-0.412,1.052,-0.228,-44.800,20.874,-11.658
-0.432,1.085,-0.260,-33.020,17.517,-6.531
-0.412,1.113,-0.257,-25.696,15.747,-4.150
-0.408,1.139,-0.239,-21.118,14.526,-5.676
-0.406,1.146,-0.232,-14.221,12.146,-5.005
-0.420,1.133,-0.241,-8.240,10.986,-4.150
-0.417,1.124,-0.234,-2.502,11.597,-4.150
-0.400,1.124,-0.215,2.747,13.550,-4.822
-0.391,1.127,-0.185,7.751,15.381,-6.042
-0.371,1.140,-0.135,11.719,16.357,-8.606
-0.352,1.138,-0.099,15.625,18.616,-10.498
-0.338,1.124,-0.092,19.775,20.386,-9.949
-0.340,1.120,-0.113,25.391,20.142,-8.850
-0.322,1.118,-0.101,32.104,18.677,-9.399
-0.305,1.125,-0.067,36.682,16.357,-11.230
-0.285,1.115,-0.037,39.673,11.963,-12.146
-0.271,1.108,0.004,40.955,6.409,-10.803
-0.253,1.112,0.035,42.053,2.136,-6.653
-0.273,1.094,0.006,45.227,-1.648,-0.549
-0.280,1.058,0.003,48.889,-5.005,3.052
-0.287,1.011,0.016,51.514,-6.836,4.944
-0.281,0.983,0.057,52.429,-5.981,6.592
-0.270,0.961,0.093,51.697,-3.906,7.446
-0.272,0.918,0.095,54.504,-2.014,8.789
-0.294,0.862,0.077,60.852,-1.648,12.024
-0.309,0.807,0.064,68.115,-1.587,15.930
-0.320,0.739,0.086,72.815,0.793,17.151
-0.302,0.679,0.133,71.960,5.371,13.916
-0.267,0.670,0.182,67.505,10.071,7.324
-0.236,0.669,0.226,70.007,13.794,3.601
-0.187,0.602,0.245,75.623,14.404,5.371
-0.172,0.546,0.331,66.345,9.827,8.606
-0.190,0.514,0.356,52.734,2.563,12.573
-0.312,0.505,0.295,50.720,-1.648,16.541
-0.345,0.508,0.266,59.570,-2.197,19.958
-0.322,0.513,0.292,68.542,0.793,18.066
-0.272,0.545,0.309,76.599,5.371,10.559
-0.237,0.556,0.292,88.989,8.850,5.981
-0.228,0.528,0.277,106.506,7.446,7.324
-0.234,0.463,0.286,125.183,4.944,13.062
-0.235,0.396,0.292,138.977,8.972,17.883
-0.264,0.327,0.287,147.461,16.602,21.606
-0.286,0.237,0.316,154.724,24.536,23.682
-0.307,0.148,0.410,157.837,33.447,21.301
-0.299,0.131,0.530,154.663,43.274,15.686
-0.266,0.156,0.635,151.489,49.622,10.254
-0.264,0.143,0.687,150.879,45.654,6.775
-0.262,0.119,0.704,152.588,33.936,5.737
-0.268,0.127,0.709,151.306,23.682,4.578
-0.256,0.146,0.697,148.254,17.029,2.502
-0.254,0.117,0.690,147.888,9.949,0.610
-0.254,0.035,0.711,149.048,3.479,0.183
-0.242,-0.100,0.773,150.085,3.601,1.404
-0.203,-0.277,0.882,151.672,14.954,6.958
-0.246,-0.473,0.997,153.687,32.776,20.020
-0.238,-0.548,1.253,152.832,40.771,36.865
-0.236,-0.511,1.519,152.283,38.025,36.438
-0.217,-0.436,1.662,135.254,43.335,36.072

-0.264,-0.297,1.678,99.792,0.793,22.461
-0.329,-0.307,1.589,88.379,-26.978,15.320
-0.376,-0.332,1.519,82.336,-47.546,8.850
-0.455,-0.313,1.477,77.393,-49.988,11.353
-0.498,-0.257,1.468,71.106,-39.856,18.738
-0.515,-0.202,1.497,64.392,-24.963,22.644
-0.510,-0.160,1.503,56.458,-12.329,23.254
-0.505,-0.134,1.496,47.974,-4.944,23.987
-0.506,-0.111,1.466,40.833,-4.150,23.010
-0.526,-0.114,1.427,34.119,-8.667,19.409
-0.552,-0.178,1.413,28.503,-15.442,15.808
-0.561,-0.272,1.452,23.926,-17.578,13.977
-0.560,-0.342,1.542,17.273,-13.611,14.771
-0.540,-0.389,1.663,4.456,-5.737,13.367
-0.525,-0.449,1.772,-9.766,2.686,8.850
-0.495,-0.520,1.889,-24.109,8.606,6.348
-0.459,-0.568,1.981,-36.865,10.193,4.211
-0.450,-0.596,2.049,-51.636,9.888,0.732
-0.392,-0.597,2.041,-69.153,6.775,-2.380
-0.494,-0.526,1.999,-89.539,2.136,-8.057
-0.480,-0.475,1.869,-102.051,-3.113,-11.475
-0.453,-0.434,1.732,-112.732,-8.179,-12.146
-0.441,-0.404,1.611,-120.361,-11.780,-13.367
-0.439,-0.364,1.513,-125.183,-9.644,-13.672
-0.442,-0.320,1.455,-130.432,-3.601,-13.245
-0.422,-0.289,1.423,-135.925,3.296,-13.123
-0.387,-0.303,1.387,-142.639,11.841,-12.390
-0.335,-0.331,1.364,-151.855,15.503,-8.911
-0.290,-0.310,1.352,-163.696,13.855,-4.456
-0.297,-0.288,1.254,-171.021,13.062,-0.488
-0.294,-0.257,1.133,-172.546,14.282,1.282
-0.270,-0.210,1.008,-172.791,12.756,-0.793
-0.248,-0.174,0.915,-172.241,4.456,-5.493
-0.238,-0.193,0.854,-170.776,-5.737,-10.437
-0.214,-0.176,0.833,-171.936,-11.475,-13.000
-0.200,-0.117,0.800,-177.185,-12.268,-12.756
-0.180,-0.059,0.724,-181.763,-15.686,-12.085
-0.155,0.016,0.623,-183.960,-25.574,-12.268
-0.134,0.101,0.483,-186.035,-37.048,-12.329
-0.162,0.140,0.338,-185.669,-47.729,-10.254
-0.161,0.150,0.208,-183.899,-57.678,-8.179
-0.141,0.182,0.148,-184.021,-63.599,-10.132
-0.130,0.252,0.118,-186.646,-63.782,-15.076
-0.113,0.308,0.073,-187.134,-59.937,-18.127
-0.121,0.350,0.046,-183.899,-54.077,-16.602
-0.122,0.381,0.007,-179.321,-47.363,-12.756
-0.137,0.421,-0.012,-175.842,-41.809,-9.399
-0.149,0.464,-0.040,-172.607,-37.476,-7.263
-0.159,0.503,-0.073,-169.189,-34.790,-5.615
-0.187,0.543,-0.112,-164.307,-33.142,-4.822
-0.211,0.584,-0.174,-158.020,-28.931,-4.578
-0.236,0.625,-0.238,-149.414,-21.118,-4.395
-0.276,0.688,-0.263,-138.977,-11.536,-3.418
-0.332,0.753,-0.292,-126.892,-1.282,-2.502
-0.377,0.815,-0.304,-114.197,7.751,-2.502
-0.405,0.883,-0.303,-104.492,15.137,-3.235
-0.428,0.955,-0.324,-96.008,20.508,-3.723
-0.453,1.014,-0.368,-84.473,23.132,-2.625
-0.486,1.062,-0.431,-71.899,22.156,-0.916
-0.515,1.108,-0.470,-60.486,18.311,-0.916
-0.532,1.167,-0.487,-51.819,12.817,-2.747
-0.531,1.220,-0.503,-43.640,6.775,-8.423
-0.531,1.253,-0.515,-33.936,0.427,-16.479
-0.502,1.291,-0.516,-23.743,-3.296,-24.231
-0.481,1.318,-0.510,-13.123,-2.625,-29.297
-0.457,1.327,-0.485,-3.113,-0.366,-30.640
-0.410,1.321,-0.452,6.714,2.869,-30.823
-0.363,1.308,-0.402,16.235,6.775,-30.151
-0.317,1.288,-0.349,25.024,10.193,-27.466
-0.276,1.262,-0.297,32.837,13.245,-23.621
-0.245,1.226,-0.250,39.368,15.808,-19.409
-0.209,1.194,-0.206,44.800,17.883,-14.954
-0.187,1.166,-0.181,49.438,19.653,-11.292
-0.174,1.139,-0.161,52.856,19.836,-9.094
-0.168,1.128,-0.144,55.786,18.677,-7.019
-0.163,1.122,-0.126,58.960,15.381,-5.005
-0.178,1.101,-0.128,62.805,9.094,-2.502
-0.193,1.074,-0.124,67.383,2.258,1.221
-0.195,1.043,-0.121,71.228,-2.258,5.676
-0.206,1.003,-0.114,74.036,-5.188,10.315
-0.207,0.958,-0.114,76.050,-7.141,14.038
-0.246,0.897,-0.150,79.773,-8.240,17.639
-0.255,0.844,-0.153,85.327,-8.667,20.325
-0.269,0.786,-0.131,89.783,-8.423,20.752
-0.276,0.733,-0.085,93.140,-7.385,20.325
-0.278,0.700,-0.031,94.910,-4.150,18.860
-0.277,0.681,0.009,98.328,-0.427,17.822
-0.269,0.624,0.034,101.501,2.441,18.494
-0.274,0.568,0.081,100.281,4.272,18.494
-0.280,0.521,0.101,97.778,7.202,16.479
-0.276,0.496,0.135,94.360,11.536,12.573
-0.267,0.467,0.137,95.703,14.526,9.277
-0.254,0.452,0.161,102.051,13.916,6.836
-0.263,0.433,0.180,110.474,11.047,3.906
-0.267,0.402,0.159,122.986,9.094,4.089
-0.297,0.350,0.185,137.512,7.080,7.385
-0.289,0.291,0.267,148.926,7.263,10.437
-0.265,0.261,0.388,153.015,12.451,11.780
-0.223,0.223,0.465,153.076,19.409,13.062
-0.183,0.207,0.542,146.301,20.508,17.151
-0.153,0.270,0.587,135.132,15.686,24.780
-0.171,0.316,0.581,128.479,10.010,36.255
-0.286,0.215,0.476,131.653,6.287,51.758
-0.347,0.073,0.453,139.038,3.906,61.401
-0.419,-0.081,0.540,143.372,7.263,61.523
-0.419,-0.209,0.699,148.193,18.250,55.603
-0.417,-0.299,0.905,156.616,30.396,46.936
-0.384,-0.294,1.156,162.842,38.208,37.964
-0.314,-0.223,1.346,162.903,44.800,30.518
-0.276,-0.157,1.417,159.363,50.415,27.710
-0.245,-0.152,1.506,155.640,41.565,30.518
-0.293,-0.154,1.519,155.151,21.606,31.860
-0.330,-0.249,1.481,151.123,10.254,33.936
-0.324,-0.287,1.532,145.447,-0.610,32.166
-0.343,-0.293,1.604,137.878,-0.732,26.245
-0.372,-0.339,1.667,132.385,5.859,18.433
-0.379,-0.368,1.744,126.038,14.587,15.747
-0.410,-0.368,1.805,116.943,21.301,19.653
-0.444,-0.342,1.834,105.774,23.499,24.902

-0.449,-0.250,1.732,81.604,17.151,20.630
-0.478,-0.214,1.668,72.693,2.502,15.259
-0.499,-0.199,1.610,62.073,-11.353,10.925
-0.519,-0.229,1.563,47.363,-18.433,8.301
-0.544,-0.268,1.559,33.020,-18.066,8.423
-0.579,-0.345,1.633,22.461,-13.428,11.169
-0.584,-0.484,1.780,15.869,-5.188,14.221
-0.564,-0.647,1.991,4.333,9.094,16.479
-0.523,-0.825,2.236,-14.771,28.076,16.907
-0.452,-0.929,2.454,-39.307,47.302,18.066
-0.401,-0.903,2.580,-66.040,55.725,20.569
-0.368,-0.767,2.532,-95.215,52.612,20.813
-0.355,-0.625,2.317,-124.390,32.593,13.306
-0.334,-0.494,2.021,-148.315,5.005,2.014
-0.323,-0.384,1.700,-161.316,-16.296,-7.385
-0.326,-0.275,1.400,-167.236,-32.715,-14.771
-0.327,-0.184,1.162,-169.373,-41.016,-21.118
-0.331,-0.120,0.995,-167.908,-39.856,-25.574
-0.327,-0.064,0.894,-161.194,-31.982,-25.757
-0.296,-0.032,0.793,-153.198,-18.677,-20.508
-0.297,-0.057,0.695,-151.001,-5.188,-21.851
-0.290,-0.056,0.657,-147.583,5.859,-26.428
-0.265,-0.022,0.635,-143.555,14.771,-27.710
-0.228,0.001,0.613,-140.625,19.592,-27.710
-0.188,0.021,0.590,-139.526,19.409,-28.931
-0.160,0.054,0.555,-141.663,15.869,-29.175
-0.143,0.073,0.496,-146.729,9.094,-26.245
-0.156,0.063,0.426,-150.879,-0.366,-19.043
-0.184,0.046,0.386,-154.846,-10.742,-10.498
-0.213,0.029,0.357,-159.485,-20.447,-3.113
-0.212,0.078,0.392,-164.734,-25.574,0.122
-0.204,0.153,0.422,-169.983,-25.269,-1.831
-0.176,0.208,0.411,-170.410,-24.109,-6.165
-0.160,0.260,0.397,-167.786,-23.682,-7.629
-0.177,0.284,0.345,-163.086,-23.437,-5.310
-0.192,0.310,0.290,-157.532,-23.926,-1.709
-0.200,0.346,0.256,-156.189,-24.170,0.916
-0.212,0.386,0.224,-155.151,-23.132,3.113
-0.245,0.425,0.198,-152.832,-19.897,6.165
-0.291,0.444,0.151,-149.414,-14.404,9.949
-0.331,0.461,0.099,-145.203,-7.751,13.000
-0.352,0.523,0.101,-143.311,-0.671,13.916
-0.354,0.601,0.100,-141.479,5.737,11.841
-0.351,0.661,0.086,-136.230,8.545,8.484
-0.381,0.697,0.055,-128.052,6.897,6.470
-0.404,0.734,0.015,-119.812,3.723,4.883
-0.420,0.782,-0.017,-114.502,1.709,2.441
-0.437,0.841,-0.057,-109.619,0.732,0.183
-0.437,0.900,-0.090,-103.455,-1.343,-1.953
-0.429,0.951,-0.122,-96.375,-4.211,-4.089
-0.434,0.986,-0.149,-88.501,-7.019,-5.066
-0.458,1.009,-0.190,-79.041,-9.399,-5.127
-0.478,1.020,-0.231,-67.871,-10.864,-6.958
-0.479,1.051,-0.243,-59.021,-10.986,-11.414
-0.464,1.084,-0.257,-54.016,-10.315,-16.174
-0.431,1.122,-0.264,-48.645,-7.324,-20.508
-0.388,1.168,-0.266,-43.884,-2.747,-23.071
-0.362,1.195,-0.263,-37.781,0.305,-21.973
-0.333,1.207,-0.248,-30.518,2.808,-18.860
-0.310,1.218,-0.233,-24.170,5.310,-15.198
-0.291,1.217,-0.227,-17.517,6.226,-11.719
-0.282,1.219,-0.224,-10.864,5.737,-9.705
-0.297,1.208,-0.224,-3.906,4.089,-9.399
-0.293,1.206,-0.207,3.235,1.770,-11.230
-0.281,1.204,-0.177,9.521,0.488,-13.794
-0.271,1.203,-0.153,15.625,0.793,-14.404
-0.269,1.192,-0.137,21.606,1.099,-12.207
-0.274,1.182,-0.128,27.039,0.793,-8.911
-0.277,1.181,-0.120,30.518,-0.427,-6.165
-0.266,1.181,-0.109,33.020,-3.418,-4.272
-0.266,1.180,-0.095,35.522,-9.460,-2.319
-0.271,1.183,-0.093,38.330,-15.564,-1.099
-0.284,1.177,-0.113,41.809,-20.874,0.671
-0.311,1.154,-0.141,46.997,-26.245,2.869
-0.328,1.128,-0.154,52.795,-29.480,4.150
-0.340,1.092,-0.157,59.448,-29.236,4.883
-0.336,1.057,-0.146,66.223,-26.367,5.676
-0.327,1.029,-0.123,72.754,-21.790,6.836
-0.312,0.997,-0.097,79.041,-16.785,8.118
-0.301,0.960,-0.068,84.778,-12.756,9.155
-0.287,0.920,-0.045,89.661,-9.460,10.315
-0.278,0.878,-0.025,94.604,-7.019,12.695
-0.277,0.830,-0.008,99.792,-5.615,15.564
-0.286,0.777,-0.006,105.164,-4.944,18.494
-0.299,0.733,-0.003,109.741,-4.883,20.386
-0.309,0.679,0.011,114.258,-4.150,20.813
-0.315,0.630,0.022,116.028,-2.258,20.020
-0.304,0.599,0.043,116.089,0.732,16.907
-0.290,0.574,0.078,116.150,4.578,12.024
-0.270,0.540,0.107,119.507,6.897,8.545
-0.254,0.507,0.153,124.939,6.775,7.568
-0.236,0.481,0.203,130.554,5.737,8.789
-0.218,0.452,0.252,136.353,5.371,11.841
-0.216,0.407,0.279,140.930,5.859,16.724
-0.227,0.346,0.282,143.616,7.019,22.522
-0.241,0.266,0.283,146.484,10.254,28.076
-0.245,0.217,0.306,147.888,14.893,30.884
